(단위 : 천원),,,,,,,,,,,,,,
,,,,,,,,,,,,,,
회사명,종목코드,상장일,결산년도,결산월,업종,자산,부채,자본,매출액(수익),,영업이익,,당기순이익,
,,,(재무),(재무),,,,,매출액(수익),증감률,영업이익,증감률,당기순이익,증감률
레드로버,060300,2002-01-10,-,-,"영화, 비디오물, 방송프로그램 제작 및 배급업",0,0,0,0,0,0,0,0,0
대동스틸,048470,2002-01-10,2022,12월,1차 철강 제조업,"95,509,243","24,006,794","71,502,449","182,452,649",10,"-6,081,345",-134,"-4,592,250",-131
코스모스피엘씨,053170,2002-01-10,-,-,소프트웨어 개발 및 공급업,0,0,0,0,0,0,0,0,0
미리넷,056710,2002-01-10,-,-,통신 및 방송 장비 제조업,0,0,0,0,0,0,0,0,0
트래픽아이티에스,038050,2002-01-10,-,-,,0,0,0,0,0,0,0,0,0
아이티센네트웍스,057110,2002-01-10,-,-,,0,0,0,0,0,0,0,0,0
일진디스플,020760,2002-01-09,2022,12월,반도체 제조업,"121,946,603","88,389,455","33,557,148","112,052,570",20,"-197,205",99,"-4,146,298",90
포휴먼,049690,2002-01-08,-,-,회사 본부 및 경영 컨설팅 서비스업,0,0,0,0,0,0,0,0,0
NHN KCP,060250,2002-01-08,2022,12월,기타 정보 서비스업,"463,126,404","266,447,092","196,679,312","814,378,964",9,"44,964,478",2,"33,941,027",18
금강철강,053260,2002-01-04,2022,12월,1차 철강 제조업,"156,616,107","34,051,757","122,564,351","243,367,551",3,"5,874,292",-41,"6,398,823",-29
테라리소스,053320,2002-01-04,-,-,생활용품 도매업,0,0,0,0,0,0,0,0,0
CNT85,056730,2002-01-04,2022,12월,건물설비 설치 공사업,"49,889,296","29,614,779","20,274,517","32,080,799",-16,"1,527,966",811,"1,376,364",127
룽투코리아,060240,2002-01-04,2022,12월,소프트웨어 개발 및 공급업,"41,412,500","2,557,147","38,855,353","21,499,552",-38,"-14,206,148",-268,"-28,529,128",-163
한빛전자통신,044570,2001-12-28,-,-,,0,0,0,0,0,0,0,0,0
KH 필룩스,033180,2001-12-26,2022,12월,전자부품 제조업,"582,042,467","190,242,057","391,800,410","49,283,065",-21,"-14,293,065",-13,"-61,697,385",-552
에스케이엔펄스,057500,2001-12-26,-,-,전자부품 제조업,0,0,0,0,0,0,0,0,0
동아화성,041930,2001-12-26,2022,12월,고무제품 제조업,"163,437,479","32,629,493","130,807,986","117,296,728",-9,"5,156,445",-34,"16,091,262",35
디이시스,053200,2001-12-26,-,-,,0,0,0,0,0,0,0,0,0
비츠로시스,054220,2001-12-26,2022,12월,"전동기,발전기 및 전기변환·공급·제어장치 제조업","28,201,357","16,353,502","11,847,855","8,988,875",888,"-2,359,244",888,"-2,381,210",888
오리엔탈정공,014940,2001-12-26,2022,12월,일반 목적용 기계 제조업,"101,182,617","19,569,861","81,612,756","69,844,435",15,"6,890,227",-1,"8,062,995",7
코오롱인터내셔널,063510,2001-12-24,-,-,,0,0,0,0,0,0,0,0,0
외환신용카드,038400,2001-12-21,-,-,재 보험업,0,0,0,0,0,0,0,0,0
예일바이오텍,054250,2001-12-20,-,-,,0,0,0,0,0,0,0,0,0
웰킵스하이텍,043590,2001-12-20,2022,12월,반도체 제조업,"35,707,308","1,551,223","34,156,084","20,913,549",-36,"-170,399",-108,"604,658",-91
플래닛82,057330,2001-12-20,-,-,"전동기,발전기 및 전기변환·공급·제어장치 제조업",0,0,0,0,0,0,0,0,0
코어비트,056850,2001-12-20,-,-,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",0,0,0,0,0,0,0,0,0
리더컴,056140,2001-12-20,-,-,,0,0,0,0,0,0,0,0,0
에스에프에이,056190,2001-12-18,2022,12월,특수 목적용 기계 제조업,"1,337,750,516","304,036,306","1,033,714,210","850,854,020",8,"96,083,444",1,"75,773,103",9
이디디컴퍼니,052650,2001-12-18,-,-,통신 및 방송 장비 제조업,0,0,0,0,0,0,0,0,0
동서정보기술,055000,2001-12-18,-,-,,0,0,0,0,0,0,0,0,0
에코솔루션,052510,2001-12-18,-,-,"건축기술, 엔지니어링 및 관련 기술 서비스업",0,0,0,0,0,0,0,0,0
리노공업,058470,2001-12-18,2022,12월,전자부품 제조업,"531,488,129","38,304,547","493,183,583","322,422,803",15,"136,634,730",16,"114,363,791",10
성우테크론,045300,2001-12-18,2022,12월,전자부품 제조업,"83,639,809","20,896,693","62,743,117","43,201,328",2,"4,439,170",-8,"4,372,227",-14
신화인터텍,056700,2001-12-13,2022,12월,플라스틱제품 제조업,"166,355,816","77,585,396","88,770,421","184,198,657",-15,"-2,366,797",-316,"-7,494,581",-972
아시아미디어홀딩스,052810,2001-12-13,-,-,소프트웨어 개발 및 공급업,0,0,0,0,0,0,0,0,0
코디콤,041800,2001-12-13,-,-,영상 및 음향기기 제조업,0,0,0,0,0,0,0,0,0
엑사이엔씨,054940,2001-12-13,2022,12월,실내건축 및 건축마무리 공사업,"68,715,458","39,388,669","29,326,789","98,047,624",7,"5,757,658",154,"10,321,995",193
GT&T,053870,2001-12-13,-,-,통신 및 방송 장비 제조업,0,0,0,0,0,0,0,0,0
피에이치에이,043370,2001-12-13,2022,12월,자동차 신품 부품 제조업,"656,996,138","179,448,154","477,547,984","605,887,466",9,"-5,890,096",57,"31,117,260",-22
종근당바이오,063160,2001-12-11,2022,12월,의약품 제조업,"312,479,109","164,575,025","147,904,084","155,948,136",9,"-13,153,780",-49,"-15,206,133",-45
다휘,055250,2001-12-06,-,-,일반 목적용 기계 제조업,0,0,0,0,0,0,0,0,0
제이엠피,054790,2001-12-06,-,-,,0,0,0,0,0,0,0,0,0
코위버,056360,2001-12-04,2022,12월,통신 및 방송 장비 제조업,"168,717,299","37,102,998","131,614,301","89,618,029",4,"461,708",-91,"4,774,941",-31
APS,054620,2001-12-04,2022,12월,기타 금융업,"275,636,306","93,633,224","182,003,082","12,128,360",2,"-2,448,915",-233,"-400,972",-101
중앙디자인,030030,2001-12-04,-,-,전문디자인업,0,0,0,0,0,0,0,0,0
성호전자,043260,2001-11-29,2022,12월,전자부품 제조업,"194,990,807","113,026,396","81,964,411","105,476,335",22,"3,625,254","1,048","-1,053,020",-170
에스피코프,048130,2001-11-22,-,-,기타 전문 도매업,0,0,0,0,0,0,0,0,0
엠텍반도체,054440,2001-11-22,-,-,,0,0,0,0,0,0,0,0,0
MIT,038340,2001-11-22,2022,12월,전자부품 제조업,"8,561,001","4,443,631","4,117,370","3,226,388",-6,"-4,942,963",-51,"-4,097,423",50
업필,054370,2001-11-20,-,-,,0,0,0,0,0,0,0,0,0
레이젠,047440,2001-11-20,-,-,전자부품 제조업,0,0,0,0,0,0,0,0,0
YW,051390,2001-11-15,2022,12월,상품 종합 도매업,"97,493,050","21,157,485","76,335,565","20,283,592",34,"3,056,402",-2,"2,927,482",14
삼영엠텍,054540,2001-11-15,2022,12월,"구조용 금속제품, 탱크 및 증기발생기 제조업","94,798,631","32,578,324","62,220,307","75,184,623",26,"-4,219,439","-1,356","-11,431,186",0
이니텍,053350,2001-11-15,2022,12월,소프트웨어 개발 및 공급업,"122,977,343","6,261,061","116,716,282","53,834,115",7,"-2,504,137",-823,"201,011",-96
유진로봇,056080,2001-11-13,2022,12월,특수 목적용 기계 제조업,"61,174,282","17,102,757","44,071,525","49,628,864",79,"3,572,180",155,"4,877,087",440
어플라이드,053960,2001-11-13,-,-,,0,0,0,0,0,0,0,0,0
에이디칩스,054630,2001-11-13,2022,12월,그외 기타 제품 제조업,"85,858,392","56,605,838","29,252,554","23,766,514",-5,"-80,947",98,"-5,813,818",54
국민은행,060000,2001-11-09,-,-,은행 및 저축기관,0,0,0,0,0,0,0,0,0
태웅,044490,2001-11-08,2022,12월,기타 금속 가공제품 제조업,"758,906,733","277,512,084","481,394,649","393,866,356",22,"2,928,442",-42,"547,310",-92
뉴젠아이씨티,054150,2001-11-08,-,-,기계장비 및 관련 물품 도매업,0,0,0,0,0,0,0,0,0
한빛네트,036720,2001-11-08,-,-,,0,0,0,0,0,0,0,0,0
디에이치패션,045260,2001-11-08,-,-,기타 전문 도매업,0,0,0,0,0,0,0,0,0
삼보모터스,053700,2001-11-06,2022,12월,자동차 신품 부품 제조업,"388,918,180","251,845,472","137,072,708","348,631,130",14,"6,237,705",-48,"4,532,011",-61
경남제약,053950,2001-11-06,2022,12월,의약품 제조업,"144,613,157","44,396,631","100,216,526","58,710,001",-9,"-2,318,377",68,"-6,526,538",-103
한컴위드,054920,2001-11-01,2022,12월,소프트웨어 개발 및 공급업,"216,286,201","74,515,393","141,770,807","16,095,370",-5,"330,424",170,"7,158,021",40
영진코퍼레이션,053330,2001-11-01,-,-,일반 목적용 기계 제조업,0,0,0,0,0,0,0,0,0
프리엠스,053160,2001-10-30,2022,12월,"전동기,발전기 및 전기변환·공급·제어장치 제조업","63,430,548","6,085,623","57,344,925","29,569,919",18,"552,663",-13,"1,269,320",14
코미팜,041960,2001-10-30,2022,12월,의약품 제조업,"116,452,900","46,012,167","70,440,733","40,187,719",10,"-263,250",-325,"-3,968,405","-1,052"
썬코어,051170,2001-10-23,-,-,일반 목적용 기계 제조업,0,0,0,0,0,0,0,0,0
선팩테크,054010,2001-10-23,-,-,전자부품 제조업,0,0,0,0,0,0,0,0,0
코나아이,052400,2001-10-18,2022,12월,소프트웨어 개발 및 공급업,"391,478,222","249,604,402","141,873,820","238,642,389",25,"49,889,975",4,"29,358,010",-43
메디콕스,054180,2001-10-16,2022,12월,선박 및 보트 건조업,"107,436,953","43,822,860","63,614,093","20,295,921",16,"-11,472,332",-23,"-42,104,773",-86
엔빅스,054170,2001-10-11,-,-,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",0,0,0,0,0,0,0,0,0
지에스이,053050,2001-10-11,2022,12월,연료용 가스 제조 및 배관공급업,"204,667,325","116,047,333","88,619,993","172,618,318",34,"4,625,408",0,"5,902,331",44
엑서지21,043090,2001-10-11,2022,12월,기타 전문 도매업,"69,727,788","14,204,814","55,522,974","3,717,418",-58,"-4,982,388","-1,028","-3,327,095",-23
SGA,049470,2001-10-11,2022,12월,소프트웨어 개발 및 공급업,"73,150,554","26,975,421","46,175,133","54,959,964",-3,"-2,210,560",-167,"-7,003,035",-273
우주통신,054080,2001-10-09,-,-,,0,0,0,0,0,0,0,0,0
소리바다,053110,2001-10-09,-,-,"자료처리,호스팅,포털 및 기타인터넷정보매개서비스업",0,0,0,0,0,0,0,0,0
아이디스홀딩스,054800,2001-09-27,2022,12월,기타 전문 서비스업,"266,812,661","106,950,032","159,862,629","7,322,080",4,"2,798,257",4,"3,850,692",-8
코데즈컴바인,047770,2001-09-18,2022,12월,봉제의복 제조업,"60,502,517","3,325,809","57,176,708","37,213,005",1,"3,203,810",-18,"7,423,521",12
안랩,053800,2001-09-13,2022,12월,소프트웨어 개발 및 공급업,"334,772,888","81,908,010","252,864,878","216,407,740",8,"29,216,324",24,"13,969,073",-66
신한지주,055550,2001-09-10,2022,12월,기타 금융업,"37,456,314,000","10,779,765,000","26,676,549,000",0,0,"1,217,438,000",-14,"1,249,251,000",-11
YTN,040300,2001-09-04,2022,12월,"영화, 비디오물, 방송프로그램 제작 및 배급업","360,131,507","104,834,571","255,296,936","152,191,296",10,"5,310,356",369,"5,514,293",-89
CMG제약,058820,2001-08-31,2022,12월,의약품 제조업,"213,260,376","28,307,361","184,953,015","82,197,410",18,"2,981,396",79,"-388,140",-112
JYP Ent.,035900,2001-08-30,2022,12월,오디오물 출판 및 원판 녹음업,"321,585,856","81,329,430","240,256,426","291,490,221",76,"77,944,489",83,"54,946,166",32
에스피컴텍,039110,2001-08-28,-,-,,0,0,0,0,0,0,0,0,0
신한에스아이티,054530,2001-08-28,-,-,,0,0,0,0,0,0,0,0,0
한국테크놀로지,053590,2001-08-23,2022,12월,가전제품 및 정보통신장비 소매업,"77,980,398","30,853,706","47,126,693","1,284,748",-91,"-7,006,186",45,"-8,581,401",67
성우몰드,053440,2001-08-21,-,-,자동차 신품 부품 제조업,0,0,0,0,0,0,0,0,0
KCC건설,021320,2001-08-21,2022,12월,건물 건설업,"1,198,128,493","747,474,270","450,654,223","1,893,077,679",38,"-1,091,839",-103,"4,438,156",-90
세동,053060,2001-08-17,2022,12월,자동차 신품 부품 제조업,"91,576,053","77,668,829","13,907,223","147,727,151",17,"9,861,374",225,"4,421,810",751
프로텍,053610,2001-08-17,2022,12월,특수 목적용 기계 제조업,"280,010,944","25,671,182","254,339,762","178,347,721",13,"53,160,628",20,"34,725,991",-14
이롬텍,045400,2001-08-17,-,-,전자부품 제조업,0,0,0,0,0,0,0,0,0
액토즈소프트,052790,2001-08-14,2022,12월,소프트웨어 개발 및 공급업,"156,865,509","19,280,937","137,584,573","35,943,388",13,"6,825,862",2,"5,727,188",-33
시큐어소프트,037060,2001-08-14,-,-,,0,0,0,0,0,0,0,0,0
엘앤씨피,015390,2001-08-09,-,-,기타 화학제품 제조업,0,0,0,0,0,0,0,0,0
블루젬디앤씨,053040,2001-08-09,-,-,기타 화학제품 제조업,0,0,0,0,0,0,0,0,0
세코닉스,053450,2001-08-09,2022,12월,사진장비 및 광학기기 제조업,"233,496,322","152,205,599","81,290,724","409,033,140",4,"7,683,473",-41,"-1,463,287",-210
트리니티,053070,2001-08-07,-,-,통신 및 방송 장비 제조업,0,0,0,0,0,0,0,0,0
뉴씨앤씨,045240,2001-08-07,-,-,,0,0,0,0,0,0,0,0,0
태양,053620,2001-08-07,2022,12월,기타 금속 가공제품 제조업,"202,026,236","35,729,251","166,296,985","173,718,672",16,"7,392,992",195,"6,973,910",43
코웨이,021240,2001-08-07,2022,12월,그외 기타 개인 서비스업,"3,441,901,071","1,466,204,520","1,975,696,551","2,813,488,928",0,"514,746,074",14,"371,317,773",7
바이넥스,053030,2001-08-07,2022,12월,의약품 제조업,"300,656,586","106,108,032","194,548,554","156,664,733",16,"18,040,187",30,"13,156,882",-31
오성첨단소재,052420,2001-08-07,2022,12월,플라스틱제품 제조업,"243,054,184","42,765,277","200,288,907","98,979,021",8,"10,455,436",75,"1,771,027",117
큐리어스,045050,2001-08-02,-,-,영상 및 음향기기 제조업,0,0,0,0,0,0,0,0,0
초록뱀컴퍼니,052300,2001-08-02,2022,12월,상품 종합 도매업,"314,132,980","95,960,804","218,172,176","12,058,884",18,"-576,384",-302,"-3,140,501","-8,623"
에임하이,043580,2001-08-02,-,-,전자부품 제조업,0,0,0,0,0,0,0,0,0
유아이엘,049520,2001-08-02,2022,12월,전자부품 제조업,"118,622,068","24,309,927","94,312,141","67,988,327",36,"2,256,139",123,"5,236,421",133
중앙디앤엠,051980,2001-07-31,2022,12월,플라스틱제품 제조업,"34,780,781","12,990,680","21,790,101","26,605,839",208,"-4,222,767",2,"-17,669,127",-2
오페스,053470,2001-07-31,-,-,통신 및 방송 장비 제조업,0,0,0,0,0,0,0,0,0
대원미디어,048910,2001-07-31,2022,12월,기타 전문 도매업,"109,819,798","37,093,617","72,726,181","230,432,756",-1,"8,852,049",88,"3,785,372",24
제네시스,052640,2001-07-31,-,-,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",0,0,0,0,0,0,0,0,0
하이콤,048540,2001-07-31,-,-,,0,0,0,0,0,0,0,0,0
세아홀딩스,058650,2001-07-30,2022,12월,1차 철강 제조업,"1,129,395,124","151,504,020","977,891,105","56,728,965",6,"39,633,585",2,"68,005,571",279
CJ프레시웨이,051500,2001-07-26,2022,12월,음·식료품 및 담배 도매업,"1,391,556,473","1,143,294,696","248,261,777","2,317,435,361",24,"87,593,727",126,"39,646,485","1,752"
파인디앤씨,049120,2001-07-26,2022,12월,전자부품 제조업,"95,157,808","75,379,071","19,778,736","54,462,647",88,"-2,699,541",66,"-29,243,656",-49
한텔,041940,2001-07-24,-,-,통신 및 방송 장비 제조업,0,0,0,0,0,0,0,0,0
큐앤에스,052880,2001-07-24,-,-,기타 사업지원 서비스업,0,0,0,0,0,0,0,0,0
디지아이,043360,2001-07-20,2022,12월,컴퓨터 및 주변장치 제조업,"47,604,980","2,916,981","44,687,999","16,077,851",10,"221,617",115,"687,624",209
액티투오,047710,2001-07-20,-,-,통신 및 방송 장비 제조업,0,0,0,0,0,0,0,0,0
코아에스앤아이,052350,2001-07-20,-,-,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",0,0,0,0,0,0,0,0,0
엔에스아이,053250,2001-07-20,-,-,,0,0,0,0,0,0,0,0,0
LG석유화학,012990,2001-07-18,-,-,,0,0,0,0,0,0,0,0,0
모보,051810,2001-07-18,-,-,절연선 및 케이블 제조업,0,0,0,0,0,0,0,0,0
자유투어,046840,2001-07-10,-,-,여행사 및 기타 여행보조 서비스업,0,0,0,0,0,0,0,0,0
한네트,052600,2001-07-10,2022,12월,전기 통신업,"48,212,983","12,416,219","35,796,765","21,962,275",-4,"2,490,506",70,"1,962,277",37
삼성수산,052560,2001-07-10,-,-,어로 어업,0,0,0,0,0,0,0,0,0
코텍,052330,2001-07-10,2022,12월,영상 및 음향기기 제조업,"418,284,825","129,831,754","288,453,071","428,544,441",101,"25,786,201",281,"16,974,913",150
에스티큐브,052020,2001-07-05,2022,12월,기계장비 및 관련 물품 도매업,"80,158,985","8,972,225","71,186,760","6,302,337",-20,"-13,112,163",9,"-13,016,664",24
티에스넥스젠,043220,2001-07-03,2022,12월,특수 목적용 기계 제조업,"74,522,705","26,798,657","47,724,047","25,502,545",37,"-2,616,800",49,"-9,629,544",-101
굿이엠지,051530,2001-07-03,-,-,오디오물 출판 및 원판 녹음업,0,0,0,0,0,0,0,0,0
테크메이트,043690,2001-06-28,-,-,,0,0,0,0,0,0,0,0,0
스카이문스테크놀로지,033790,2001-06-26,2022,12월,통신 및 방송 장비 제조업,"25,243,537","1,757,864","23,485,672","11,426,748",2,"1,723,217",-18,"1,868,483",-9
큐로홀딩스,051780,2001-06-26,2022,12월,음·식료품 및 담배 소매업,"64,664,510","28,695,070","35,969,440","59,437,443",10,"4,069,669",-29,"-4,229,553",-255
세영디앤씨,052190,2001-06-21,-,-,창작 및 예술관련 서비스업,0,0,0,0,0,0,0,0,0
비엔디,047940,2001-06-21,-,-,동물용 사료 및 조제식품 제조업,0,0,0,0,0,0,0,0,0
세라온,050600,2001-06-21,-,-,전자부품 제조업,0,0,0,0,0,0,0,0,0
아이비진,039060,2001-06-19,-,-,의료용품 및 기타 의약 관련제품 제조업,0,0,0,0,0,0,0,0,0
테스텍,048510,2001-06-14,-,-,특수 목적용 기계 제조업,0,0,0,0,0,0,0,0,0
나라엠앤디,051490,2001-06-12,2022,12월,특수 목적용 기계 제조업,"144,513,032","69,914,358","74,598,675","90,776,301",0,"2,428,413",340,"5,260,552",671
우전,052270,2001-06-05,-,-,전자부품 제조업,0,0,0,0,0,0,0,0,0
트레이스,052290,2001-05-31,-,-,전자부품 제조업,0,0,0,0,0,0,0,0,0
에코바이오,038870,2001-05-29,2022,12월,사업시설 유지·관리 서비스업,"95,028,162","26,307,681","68,720,481","16,783,759",4,"-146,749",-117,"-3,607,706",-151
에프아이투어,047370,2001-05-29,-,-,통신 및 방송 장비 제조업,0,0,0,0,0,0,0,0,0
H1바이오,052310,2001-05-24,-,-,창작 및 예술관련 서비스업,0,0,0,0,0,0,0,0,0
에이텍,045660,2001-05-24,2022,12월,컴퓨터 및 주변장치 제조업,"98,810,621","9,879,580","88,931,041","91,652,073",30,"896,498",-70,"5,360,130",-12
캠시스,050110,2001-05-17,2022,12월,전자부품 제조업,"253,804,928","149,393,709","104,411,219","498,550,719",29,"18,171,214",836,"5,662,579",131
대아티아이,045390,2001-05-17,2022,12월,기타 전기장비 제조업,"181,055,339","68,874,773","112,180,566","105,487,486",-9,"10,156,075",0,"8,786,218",16
현대바이오랜드,052260,2001-05-17,2022,12월,기타 화학제품 제조업,"162,528,667","23,443,717","139,084,951","92,417,109",-2,"16,063,656",5,"11,678,803",281
현주컴퓨터,038960,2001-05-15,-,-,,0,0,0,0,0,0,0,0,0
케이엔티,036590,2001-05-10,-,-,,0,0,0,0,0,0,0,0,0
세아메탈,033020,2001-05-10,-,-,,0,0,0,0,0,0,0,0,0
넷웨이브,047730,2001-05-10,-,-,통신 및 방송 장비 제조업,0,0,0,0,0,0,0,0,0
SFA반도체,036540,2001-05-02,2022,12월,반도체 제조업,"523,669,657","187,774,254","335,895,403","652,925,332",8,"44,394,086",-5,"30,035,214",-22
