(단위 : 천원),,,,,,,,,,,,,,
,,,,,,,,,,,,,,
회사명,종목코드,상장일,결산년도,결산월,업종,자산,부채,자본,매출액(수익),,영업이익,,당기순이익,
,,,(재무),(재무),,,,,매출액(수익),증감률,영업이익,증감률,당기순이익,증감률
우양에이치씨,101970,2012-07-26,-,-,"구조용 금속제품, 탱크 및 증기발생기 제조업",0,0,0,0,0,0,0,0,0
네이블커뮤니케이션즈,153460,2012-07-19,2022,12월,소프트웨어 개발 및 공급업,"36,627,034","3,998,858","32,628,175","18,298,809",12,"3,361,839",35,"5,277,658",92
노블엠앤비,106520,2012-07-13,2021,12월,사진장비 및 광학기기 제조업,"97,711,773","60,010,675","37,701,098","20,664,583",-27,"-12,551,562",20,"-21,869,801",57
피엔티,137400,2012-07-06,2022,12월,특수 목적용 기계 제조업,"1,023,372,889","793,051,019","230,321,870","410,117,852",14,"77,806,208",55,"60,489,103",22
사조씨푸드,014710,2012-06-29,2022,12월,수산물 가공 및 저장 처리업,"350,700,455","111,544,269","239,156,186","201,116,170",15,"13,584,493",-3,"8,295,233",-15
비아트론,141000,2012-05-04,2022,12월,특수 목적용 기계 제조업,"192,728,198","24,519,034","168,209,165","67,651,193",-13,"13,552,458",13,"16,196,611",4
SBI모기지,950100,2012-04-30,-,-,기타 금융업,0,0,0,0,0,0,0,0,0
코오롱머티리얼,144620,2012-04-05,-,-,화학섬유 제조업,0,0,0,0,0,0,0,0,0
빛샘전자,072950,2012-03-21,2022,12월,전자부품 제조업,"76,910,698","10,324,309","66,586,389","37,993,859",14,"2,641,592",14,"2,840,737",7
휴비스,079980,2012-02-23,2022,12월,화학섬유 제조업,"707,458,895","353,725,275","353,733,620","829,337,951",-6,"-71,558,876","-3,127","-57,952,687","-1,893"
사람인,143240,2012-02-21,2022,12월,"자료처리,호스팅,포털 및 기타인터넷정보매개서비스업","202,231,214","32,311,219","169,919,996","113,536,192",14,"39,850,049",2,"31,429,696",-2
뉴로스,126870,2012-02-15,-,-,일반 목적용 기계 제조업,0,0,0,0,0,0,0,0,0
제룡산업,147830,2012-02-13,2022,12월,"구조용 금속제품, 탱크 및 증기발생기 제조업","82,848,974","9,112,904","73,736,070","59,307,569",58,"9,608,333",41,"9,125,141",21
남화토건,091590,2012-01-31,2022,12월,건물 건설업,"157,847,214","24,102,375","133,744,839","88,690,796",-15,"4,656,630",-46,"14,603,945",69
메지온,140410,2012-01-20,2022,12월,자연과학 및 공학 연구개발업,"51,178,472","21,629,303","29,549,169","30,726,176",15,"-7,810,324",-38,"-32,988,714",-142
원익머트리얼즈,104830,2011-12-28,2022,12월,기초 화학물질 제조업,"555,285,987","114,087,419","441,198,568","558,440,319",86,"86,178,573",71,"58,960,367",26
디엔에이링크,127120,2011-12-26,2022,12월,자연과학 및 공학 연구개발업,"41,576,973","15,037,532","26,539,441","13,075,613",-35,"-4,422,532",-32,"-6,099,932",-1
GS리테일,007070,2011-12-23,2022,12월,종합 소매업,"7,951,326,709","3,841,536,654","4,109,790,055","10,569,337,717",14,"256,412,847",9,"61,514,258",-92
나이스디앤비,130580,2011-12-22,2022,12월,기타 사업지원 서비스업,"85,153,246","14,869,648","70,283,597","63,246,034",-2,"11,419,691",-17,"9,607,846",-19
시큐브,131090,2011-12-21,2022,12월,소프트웨어 개발 및 공급업,"46,733,481","4,983,090","41,750,392","13,702,795",3,"5,304,365",-3,"4,852,762",0
서암기계공업,100660,2011-12-19,2022,12월,일반 목적용 기계 제조업,"75,646,629","11,513,724","64,132,905","50,418,205",12,"1,610,872",184,"2,177,352",71
인터지스,129260,2011-12-16,2022,12월,도로 화물 운송업,"385,856,608","158,877,086","226,979,522","667,448,084",22,"26,380,166",114,"25,353,259",112
씨유메디칼,115480,2011-12-15,2022,12월,의료용 기기 제조업,"80,399,364","26,254,501","54,144,863","42,435,674",42,"7,683,747",87,"7,166,593",146
파인넥스,123260,2011-12-05,-,-,반도체 제조업,0,0,0,0,0,0,0,0,0
삼양사,145990,2011-12-05,2022,12월,기타 식품 제조업,"2,278,458,050","1,056,955,250","1,221,502,799","1,998,768,182",12,"37,795,019",94,"55,711,450",92
키네마스터,139670,2011-12-02,2022,12월,소프트웨어 개발 및 공급업,"15,441,880","6,195,742","9,246,137","19,612,880",-17,"-15,552,048",-828,"-13,902,171","-1,409"
비덴트,121800,2011-12-01,2022,12월,통신 및 방송 장비 제조업,"747,555,800","176,655,626","570,900,174","15,845,457",-10,"-2,692,259",-448,"-181,906,907",-181
에스에프씨,112240,2011-11-30,-,-,플라스틱제품 제조업,0,0,0,0,0,0,0,0,0
신진에스엠,138070,2011-11-28,2022,12월,기타 금속 가공제품 제조업,"97,700,434","21,915,313","75,785,121","52,206,303",15,"5,969,773",78,"4,342,222",9
이엠넷,123570,2011-11-25,2022,12월,광고업,"107,448,433","27,986,513","79,461,920","29,381,402",-9,"8,079,363",-20,"7,498,510",-63
와이지엔터테인먼트,122870,2011-11-23,2022,12월,오디오물 출판 및 원판 녹음업,"501,420,910","92,436,777","408,984,133","281,950,903",33,"39,830,399",37,"29,058,006",21
스마트솔루션즈,136510,2011-11-18,2022,12월,특수 목적용 기계 제조업,"29,921,959","50,968,801","-21,046,842","11,700,289",-60,"2,252,775",620,"-71,144,386",-735
에이티세미콘,089530,2011-11-11,2022,12월,반도체 제조업,"96,806,069","20,530,852","76,275,218","17,046,550",-1,"-7,081,331",-32,"-38,951,788",-1
테크윙,089030,2011-11-10,2022,12월,특수 목적용 기계 제조업,"454,365,729","224,229,669","230,136,060","233,430,369",4,"56,028,913",44,"31,330,805",64
에스엠코어,007820,2011-11-08,2022,12월,일반 목적용 기계 제조업,"109,688,228","39,554,383","70,133,845","114,889,275",50,"2,205,400",188,"2,666,058",390
씨큐브,101240,2011-11-08,2022,12월,기초 화학물질 제조업,"86,375,410","21,523,372","64,852,038","46,284,761",15,"6,506,494",59,"5,383,779",53
씨엔플러스,115530,2011-11-02,2022,12월,전자부품 제조업,"34,453,270","22,930,365","11,522,904","38,947,134",45,"1,530,958",718,"2,030,952","1,000"
하나투어,039130,2011-11-01,2022,12월,여행사 및 기타 여행보조 서비스업,"318,317,593","168,334,738","149,982,855","66,269,096",514,"-90,529,652",7,"-74,616,787",-92
원익테라세미콘,123100,2011-11-01,-,-,특수 목적용 기계 제조업,0,0,0,0,0,0,0,0,0
케이맥,043290,2011-10-25,-,-,특수 목적용 기계 제조업,0,0,0,0,0,0,0,0,0
로보스타,090360,2011-10-17,2022,12월,특수 목적용 기계 제조업,"134,807,838","46,186,662","88,621,176","139,148,202",0,"1,453,295",395,"4,121,609",62
넥솔론,110570,2011-10-14,-,-,반도체 제조업,0,0,0,0,0,0,0,0,0
대한과학,131220,2011-10-11,2022,12월,기계장비 및 관련 물품 도매업,"45,799,247","11,558,055","34,241,192","47,849,197",9,"4,307,671",32,"3,792,069",30
원익피앤이,131390,2011-09-27,-,-,"전동기,발전기 및 전기변환·공급·제어장치 제조업",0,0,0,0,0,0,0,0,0
아이디스,143160,2011-09-26,2022,12월,통신 및 방송 장비 제조업,"236,319,885","49,571,059","186,748,826","212,111,604",22,"24,059,929",51,"11,616,226",-20
에이블씨엔씨,078520,2011-09-07,2022,12월,기타 화학제품 제조업,"177,723,240","54,559,126","123,164,114","191,998,894",-3,"9,101,188",169,"4,096,965",109
화진,134780,2011-08-10,-,-,자동차 신품 부품 제조업,0,0,0,0,0,0,0,0,0
제이씨케미칼,137950,2011-08-08,2022,12월,기타 화학제품 제조업,"289,217,702","123,020,388","166,197,314","449,867,167",27,"35,484,912",0,"24,509,485",-20
아이씨디,040910,2011-08-05,2022,12월,특수 목적용 기계 제조업,"186,693,112","44,323,006","142,370,106","133,286,403",30,"-8,152,098",888,"-8,105,642",-794
제닉,123330,2011-08-03,2022,12월,기타 화학제품 제조업,"30,344,723","14,401,849","15,942,874","31,448,829",-18,"-3,033,409",21,"-3,340,028",19
시티랩스,139050,2011-07-29,2022,12월,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","74,019,814","29,804,794","44,215,019","18,965,524",10,"-5,167,715",-33,"-8,749,672",23
삼원강재,023000,2011-07-22,2022,12월,자동차 신품 부품 제조업,"293,690,103","62,909,269","230,780,834","364,111,086",21,"16,532,526",73,"13,013,318",47
상아프론테크,089980,2011-07-21,2022,12월,플라스틱제품 제조업,"284,859,350","100,182,397","184,676,953","147,685,364",11,"16,163,359",27,"7,339,464",-20
코오롱아이넷,022520,2011-07-19,-,-,상품 종합 도매업,0,0,0,0,0,0,0,0,0
신세계인터내셔날,031430,2011-07-14,2022,12월,"섬유, 의복, 신발 및 가죽제품 소매업","1,134,250,211","421,706,641","712,543,570","1,430,631,262",8,"99,554,619",23,"89,493,182",59
나이벡,138610,2011-07-13,2022,12월,의료용품 및 기타 의약 관련제품 제조업,"75,204,380","38,404,306","36,800,074","21,670,440",59,"645,669",130,"-3,786,975",34
옵티시스,109080,2011-07-12,2022,12월,통신 및 방송 장비 제조업,"56,756,814","5,665,400","51,091,414","28,704,722",18,"7,735,861",82,"7,392,988",27
대양전기공업,108380,2011-07-08,2022,12월,선박 및 보트 건조업,"239,085,989","30,929,046","208,156,943","111,640,019",-6,"-10,772,395",-259,"-7,847,464",-137
한국항공우주,047810,2011-06-30,2022,12월,"항공기,우주선 및 부품 제조업","7,706,665,964","6,253,982,150","1,452,683,814","2,771,951,058",8,"148,398,619",119,"125,399,377",273
롯데하이마트,071840,2011-06-29,2022,12월,가전제품 및 정보통신장비 소매업,"2,464,219,074","1,168,922,512","1,295,296,562","3,336,820,851",-13,"-52,011,444",-148,"-527,891,084",-818
서연탑메탈,019770,2011-06-24,2022,12월,특수 목적용 기계 제조업,"132,998,060","54,558,192","78,439,868","163,450,842",9,"3,745,915",-68,"3,346,140",-56
한세엠케이,069640,2011-06-21,2022,12월,"섬유, 의복, 신발 및 가죽제품 소매업","180,456,476","145,271,644","35,184,832","210,379,419",40,"-405,003",94,"-56,572,763",-347
유니드코리아,110500,2011-06-17,-,-,특수 목적용 기계 제조업,0,0,0,0,0,0,0,0,0
코오롱플라스틱,138490,2011-06-15,2022,12월,합성고무 및 플라스틱 물질 제조업,"383,879,517","127,896,421","255,983,096","512,263,349",26,"44,944,907",62,"33,828,178",52
초록뱀이앤엠,131100,2011-06-14,2022,12월,상품 종합 도매업,"142,767,773","65,788,256","76,979,517","57,884,539",888,"3,330,953",888,"-2,378,768",888
넥스트아이,137940,2011-06-14,2022,12월,"측정,시험,항해,제어및기타정밀기기제조;광학기기제외","113,524,558","20,716,461","92,808,097","19,593,317",19,"1,777,751",156,"-1,592,559",87
완리,900180,2011-06-13,-,-,기타 금융업,0,0,0,0,0,0,0,0,0
이마트,139480,2011-06-10,2022,12월,종합 소매업,"20,129,787,392","9,708,728,742","10,421,058,650","15,486,823,899",2,"258,855,639",-2,"1,050,709,937",35
DGB금융지주,139130,2011-06-07,2022,12월,기타 금융업,"4,354,003,044","1,119,096,675","3,234,906,370",0,0,"150,859,004",4,"150,236,613",6
케이티스카이라이프,053210,2011-06-03,2022,12월,텔레비전 방송업,"1,160,021,099","357,640,642","802,380,457","704,927,362",7,"50,599,970",-11,"34,327,224",-33
엘아이에스,138690,2011-06-02,2022,12월,특수 목적용 기계 제조업,"96,463,594","92,125,080","4,338,513","8,817,915",-82,"-20,143,604",66,"-26,269,233",42
세아특수강,019440,2011-06-01,2022,12월,1차 철강 제조업,"520,544,283","192,908,150","327,636,133","760,247,864",19,"21,390,921",-20,"11,419,399",-49
KX,122450,2011-05-25,2022,12월,텔레비전 방송업,"299,073,911","178,099,101","120,974,810","35,153,779",-3,"3,764,378",-51,"3,060,231",-89
골프존뉴딘홀딩스,121440,2011-05-20,2022,12월,상품 중개업,"786,859,121","105,865,217","680,993,905","101,003,788",26,"79,022,247",32,"88,461,793",-34
메리츠금융지주,138040,2011-05-13,2022,12월,기타 금융업,"2,683,516,183","1,067,426,924","1,616,089,259",0,0,"120,668,296",-47,"108,069,664",-50
윈스,136540,2011-05-02,2022,12월,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","195,249,178","25,363,277","169,885,901","97,033,744",7,"21,551,383",7,"19,146,836",7
하림,136480,2011-05-02,2022,12월,"도축, 육류 가공 및 저장 처리업","883,663,119","587,577,191","296,085,928","1,289,857,319",18,"35,663,037",21,"4,381,904",-61
한국종합기술,023350,2011-04-28,2022,12월,"건축기술, 엔지니어링 및 관련 기술 서비스업","332,695,360","183,900,048","148,795,312","283,702,516",5,"5,425,717",-24,"3,799,292",-65
이퓨쳐,134060,2011-04-27,2022,12월,"서적, 잡지 및 기타 인쇄물 출판업","24,408,348","2,751,417","21,656,931","11,104,511",2,"1,824,143",33,"2,859,074",68
티케이케미칼,104480,2011-04-26,2022,12월,화학섬유 제조업,"1,431,444,770","483,514,905","947,929,865","753,347,492",11,"480,800",-99,"275,231,355",-21
BNK금융지주,138930,2011-03-30,2022,12월,기타 금융업,"6,915,786,818","1,568,242,880","5,347,543,938",0,0,"305,909,289",47,"305,256,302",48
롯데에너지머티리얼즈,020150,2011-03-04,2022,12월,전자부품 제조업,"835,420,294","225,524,201","609,896,093","312,422,244",-11,"22,539,859",-31,"4,884,512",-85
부스타,008470,2011-02-23,2022,12월,"구조용 금속제품, 탱크 및 증기발생기 제조업","96,289,178","17,516,944","78,772,234","91,869,520",-6,"-3,250,171",888,"-1,177,016",-152
현대위아,011210,2011-02-21,2022,12월,자동차 신품 부품 제조업,"5,655,373,000","2,525,988,000","3,129,385,000","6,681,103,000",4,"89,130,000",-33,"-10,839,000",-109
선진,136490,2011-02-16,2022,12월,동물용 사료 및 조제식품 제조업,"915,554,063","489,216,440","426,337,623","1,198,282,787",22,"30,096,580",12,"41,094,963",363
미원화학,134380,2011-02-15,2022,12월,기타 화학제품 제조업,"147,864,036","15,155,439","132,708,596","235,165,568",19,"18,983,200",48,"16,260,515",43
나노신소재,121600,2011-02-09,2022,12월,기타 화학제품 제조업,"213,880,918","14,111,804","199,769,114","77,628,052",26,"16,439,447",156,"19,007,451",130
티피씨글로벌,130740,2011-02-08,2022,12월,자동차 신품 부품 제조업,"78,353,739","19,311,240","59,042,499","50,803,687",26,"805,231",-62,"-744,980",-265
케이아이엔엑스,093320,2011-02-08,2022,12월,"자료처리,호스팅,포털 및 기타인터넷정보매개서비스업","169,254,814","33,708,454","135,546,360","78,252,795",16,"21,387,648",26,"18,828,673",-25
딜리,131180,2011-01-31,2022,12월,컴퓨터 및 주변장치 제조업,"70,036,157","11,361,210","58,674,946","37,093,241",5,"2,184,920",9,"2,454,841",-17
제이엔케이히터,126880,2011-01-31,2022,12월,일반 목적용 기계 제조업,"239,472,275","126,312,231","113,160,044","197,104,168",71,"6,927,169",247,"7,389,299",49
LB세미콘,061970,2011-01-31,2022,12월,반도체 제조업,"582,486,872","352,747,070","229,739,802","323,456,548",22,"48,388,186",52,"37,705,558",-5
인트론바이오,048530,2011-01-26,2022,12월,기초 의약물질 및 생물학적 제제 제조업,"141,604,400","34,738,843","106,865,556","14,006,978",-52,"-1,333,009",-112,"5,721,077",-42
블루콤,033560,2011-01-26,2022,12월,영상 및 음향기기 제조업,"174,369,228","14,077,165","160,292,063","58,618,047",-18,"1,448,667",-62,"66,186",104
시디즈,134790,2011-01-25,2022,12월,가구 제조업,"84,677,096","21,426,870","63,250,226","241,730,925",-4,"412,795",-96,"2,331,137",-82
중국고섬,950070,2011-01-25,-,-,회사 본부 및 경영 컨설팅 서비스업,0,0,0,0,0,0,0,0,0
커넥트웨이브,119860,2011-01-24,2022,12월,소프트웨어 개발 및 공급업,"831,430,392","268,958,539","562,471,853","75,484,065",-13,"1,250,595",-78,"-13,295,907",-531
씨그널엔터테인먼트그룹,099830,2011-01-24,-,-,"영화, 비디오물, 방송프로그램 제작 및 배급업",0,0,0,0,0,0,0,0,0
티에스이,131290,2011-01-05,2022,12월,"측정,시험,항해,제어및기타정밀기기제조;광학기기제외","316,425,427","39,528,865","276,896,562","224,361,118",4,"44,627,487",-19,"37,713,275",-24
인텍플러스,064290,2011-01-05,2022,12월,특수 목적용 기계 제조업,"116,094,511","48,984,289","67,110,222","118,836,726",0,"19,381,934",-29,"16,357,793",-27
알서포트,131370,2011-01-05,2022,12월,소프트웨어 개발 및 공급업,"84,628,180","7,780,422","76,847,758","40,214,811",-4,"4,803,059",-66,"3,289,780",-85
HSD엔진,082740,2011-01-04,2022,12월,일반 목적용 기계 제조업,"956,230,295","734,645,965","221,584,330","763,631,485",27,"-27,997,091",26,"-40,876,189",-10
이브이첨단소재,131400,2010-12-27,2022,12월,전자부품 제조업,"126,066,225","47,935,711","78,130,514","57,795,411",-6,"508,715",-82,"-6,654,802",11
대성에너지,117580,2010-12-24,2022,12월,연료용 가스 제조 및 배관공급업,"838,882,273","521,359,056","317,523,216","1,019,977,255",32,"1,019,269",-93,"1,219,262",-90
현대퓨처넷,126560,2010-12-23,2022,12월,전기 통신업,"782,795,933","19,985,609","762,810,324","55,059,805",62,"1,442,667",162,"-10,034,174",-110
IBKS스팩1호,126680,2010-12-22,-,-,금융 지원 서비스업,0,0,0,0,0,0,0,0,0
대정화금,120240,2010-12-20,2022,12월,기초 화학물질 제조업,"173,799,414","27,165,324","146,634,090","96,607,883",8,"11,592,433",46,"13,742,269",62
KTis,058860,2010-12-17,2022,12월,기타 정보 서비스업,"396,208,069","199,203,706","197,004,363","535,783,306",14,"19,544,619",35,"15,916,624",-36
한전산업,130660,2010-12-16,2022,12월,"건축기술, 엔지니어링 및 관련 기술 서비스업","152,002,052","59,834,292","92,167,760","337,599,455",8,"14,950,788",1,"14,881,619",104
피제이메탈,128660,2010-12-13,2022,12월,1차 비철금속 제조업,"113,095,309","52,038,346","61,056,963","269,048,599",9,"10,373,345",-58,"5,782,322",-68
동부티에스블랙펄스팩,128910,2010-12-08,-,-,금융 지원 서비스업,0,0,0,0,0,0,0,0,0
옵투스제약,131030,2010-12-03,2022,12월,의약품 제조업,"136,240,303","11,772,806","124,467,497","58,657,538",2,"5,258,042",-49,"5,011,990",-49
에이루트,096690,2010-12-01,2022,12월,컴퓨터 및 주변장치 제조업,"177,025,262","25,913,196","151,112,065","53,526,253",44,"1,853,024",182,"10,777,615",110
엘브이엠씨,900140,2010-11-30,-,-,자동차 판매업,0,0,0,0,0,0,0,0,0
티비씨,033830,2010-11-29,2022,12월,텔레비전 방송업,"128,729,331","7,145,543","121,583,788","42,483,287",0,"4,054,349",-7,"4,919,801",9
시그네틱스,033170,2010-11-26,2022,12월,반도체 제조업,"192,880,150","61,848,977","131,031,173","287,600,046",6,"8,758,130",-54,"7,400,246",-56
썬텍,122800,2010-11-26,-,-,금속 주조업,0,0,0,0,0,0,0,0,0
한국전자인증,041460,2010-11-19,2022,12월,소프트웨어 개발 및 공급업,"68,400,153","21,322,193","47,077,959","36,432,572",7,"7,870,521",6,"3,848,647",-7
디케이락,105740,2010-11-12,2022,12월,일반 목적용 기계 제조업,"172,839,151","57,749,339","115,089,812","108,990,455",27,"12,909,206",33,"7,508,450",-21
BGF에코머티리얼즈,126600,2010-11-12,2022,12월,합성고무 및 플라스틱 물질 제조업,"319,345,720","134,534,041","184,811,679","179,669,231",20,"6,413,310",-63,"17,265,324",732
위메이드플레이,123420,2010-11-10,2022,12월,소프트웨어 개발 및 공급업,"255,882,330","49,522,450","206,359,880","65,685,739",-11,"4,396,592",-39,"1,222,632",-84
KH 전자,111870,2010-11-05,2022,12월,영상 및 음향기기 제조업,"136,492,724","43,197,323","93,295,401","11,324,215",-36,"-2,681,874",-148,"-49,508,170",-119
아나패스,123860,2010-11-05,2022,12월,반도체 제조업,"103,200,284","65,367,958","37,832,326","43,291,923",-10,"-7,015,267",-189,"-13,117,481",-203
KNN,058400,2010-11-03,2022,12월,텔레비전 방송업,"220,203,826","14,890,482","205,313,344","59,750,703",3,"6,709,945",-28,"7,399,340",-15
비케이탑스,030790,2010-11-02,2022,12월,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","84,214,598","67,578,353","16,636,246","6,248,254",-25,"-6,212,779",-21,"-7,700,302",74
부국퓨쳐스타즈스팩,123300,2010-10-29,-,-,금융 지원 서비스업,0,0,0,0,0,0,0,0,0
누리플랜,069140,2010-10-26,2022,12월,"구조용 금속제품, 탱크 및 증기발생기 제조업","64,131,752","38,357,252","25,774,500","34,689,080",-18,"-10,205,123","-1,258","-9,211,043","-1,083"
아이텍,119830,2010-10-26,2022,12월,"그외 기타 전문, 과학 및 기술 서비스업","163,755,323","22,601,244","141,154,079","39,816,613",-6,"854,457",-82,"22,010,303",423
인화정공,101930,2010-10-22,2022,12월,선박 및 보트 건조업,"302,506,955","110,961,326","191,545,630","74,140,079",35,"5,555,630",143,"12,394,016",-70
지나인제약,078650,2010-10-22,2022,12월,사진장비 및 광학기기 제조업,"5,283,744","37,988,645","-32,704,902","457,258",-98,"-13,492,674",25,"-40,014,600",-19
셀피글로벌,068940,2010-10-19,2022,12월,전자부품 제조업,"41,427,400","15,769,554","25,657,846","34,258,361",28,"2,875,462",129,"10,020,924",183
CJ E&M,130960,2010-10-15,-,-,텔레비전 방송업,0,0,0,0,0,0,0,0,0
한일진공,123840,2010-10-05,2022,12월,특수 목적용 기계 제조업,"53,643,738","18,058,824","35,584,914","5,980,678",-29,"-6,043,230",-6,"-59,226,581",-41
휠라홀딩스,081660,2010-09-28,2022,12월,생활용품 도매업,"774,951,498","259,669,057","515,282,441","150,464,018",41,"137,459,158",44,"134,496,269",48
포메탈,119500,2010-09-17,2022,12월,기타 금속 가공제품 제조업,"67,145,286","18,904,486","48,240,800","69,599,538",12,"2,017,778",-4,"1,726,544",-14
알파홀딩스,117670,2010-09-17,2021,12월,반도체 제조업,"147,147,835","60,968,509","86,179,326","72,528,941",18,"1,468,190",194,"-8,839,965",-25
KTcs,058850,2010-09-16,2022,12월,기타 정보 서비스업,"302,046,228","136,864,055","165,182,173","591,580,546",7,"16,184,660",6,"13,158,812",-8
성융광전투자,900150,2010-09-15,-,-,회사 본부 및 경영 컨설팅 서비스업,0,0,0,0,0,0,0,0,0
다원시스,068240,2010-09-14,2022,12월,"전동기,발전기 및 전기변환·공급·제어장치 제조업","660,903,996","436,192,318","224,711,677","207,477,918",-29,"-143,144,644",-886,"-143,742,712","-1,442"
현대홈쇼핑,057050,2010-09-13,2022,12월,무점포 소매업,"1,865,948,929","318,378,114","1,547,570,816","1,101,635,299",2,"112,712,450",-15,"67,521,538",50
와이솔,122990,2010-09-10,2022,12월,전자부품 제조업,"322,903,864","25,591,692","297,312,171","152,689,395",-19,"-18,484,878","-1,193","-4,654,255",-116
하이비젼시스템,126700,2010-09-10,2022,12월,사진장비 및 광학기기 제조업,"256,845,125","76,342,087","180,503,039","174,500,323",-31,"24,910,154",-38,"21,144,634",-46
씨젠,096530,2010-09-10,2022,12월,의료용품 및 기타 의약 관련제품 제조업,"1,255,782,005","197,033,009","1,058,748,996","700,378,289",-39,"162,078,564",-71,"146,249,176",-68
화신정공,126640,2010-08-31,2022,12월,자동차 신품 부품 제조업,"161,379,159","59,731,906","101,647,253","317,941,979",24,"9,295,112",70,"7,077,084",55
코리아에프티,123410,2010-08-27,2022,12월,자동차 신품 부품 제조업,"271,367,769","152,321,943","119,045,826","273,402,655",4,"16,321,793",28,"12,654,099",1
한국스팩1호,123290,2010-08-24,-,-,금융 지원 서비스업,0,0,0,0,0,0,0,0,0
대신증권그로쓰스팩,123550,2010-08-24,-,-,금융 지원 서비스업,0,0,0,0,0,0,0,0,0
에스비아이앤솔로몬스,123910,2010-08-24,-,-,금융 지원 서비스업,0,0,0,0,0,0,0,0,0
도화엔지니어링,002150,2010-08-12,2022,12월,"건축기술, 엔지니어링 및 관련 기술 서비스업","495,800,634","219,426,512","276,374,122","550,919,165",-5,"10,121,946",-54,"3,912,437",-78
엠에스오토텍,123040,2010-08-06,2022,12월,자동차 신품 부품 제조업,"477,812,230","343,110,115","134,702,115","215,016,870",19,"16,283,217",515,"11,367,585",122
이글루,067920,2010-08-04,2022,12월,기타 정보 서비스업,"84,290,715","17,944,349","66,346,366","100,426,990",10,"7,680,470",38,"4,705,979",-26
대성산업,128820,2010-07-30,2022,12월,연료 소매업,"991,695,975","405,389,777","586,306,198","881,208,064",11,"14,182,419",63,"20,025,770",647
아이마켓코리아,122900,2010-07-30,2022,12월,상품 종합 도매업,"825,178,689","439,685,810","385,492,879","2,678,991,235",13,"35,714,794",23,"36,294,420",-18
한미약품,128940,2010-07-30,2022,12월,의약품 제조업,"1,399,293,783","813,470,761","585,823,022","982,048,866",7,"79,110,747",28,"50,327,230",105
인터로조,119610,2010-07-28,2022,12월,의료용 기기 제조업,"260,804,725","74,519,476","186,285,249","125,675,903",8,"34,016,749",17,"21,673,978",22
하이텍팜,106190,2010-07-28,2022,12월,기초 의약물질 및 생물학적 제제 제조업,"132,201,986","32,263,084","99,938,902","102,947,209",40,"4,927,317","1,295","5,872,932",579
우진,105840,2010-07-26,2022,12월,"측정,시험,항해,제어및기타정밀기기제조;광학기기제외","172,646,980","33,962,499","138,684,482","57,872,888",11,"5,025,433",40,"6,857,169",174
웨이포트,900130,2010-07-23,-,-,기타 금융업,0,0,0,0,0,0,0,0,0
크루셜텍,114120,2010-07-21,2022,12월,전자부품 제조업,"19,585,281","15,128,689","4,456,592","27,380,290",-33,"666,153",136,"-2,288,016",86
무학,033920,2010-07-20,2022,12월,알코올음료 제조업,"597,841,141","121,217,281","476,623,860","148,218,922",21,"16,328,939","4,496","-12,151,430",26
에스디시스템,121890,2010-07-16,2022,12월,전자부품 제조업,"13,338,530","3,961,946","9,376,585","22,496,607",5,"-730,035",-143,"-602,632",-125
한화SV스팩1호,124050,2010-07-09,-,-,금융 지원 서비스업,0,0,0,0,0,0,0,0,0
알톤스포츠,123750,2010-07-02,2022,12월,그외 기타 운송장비 제조업,"35,013,349","7,074,276","27,939,074","48,398,434",0,"550,853",-88,"89,590",-98
웅진에너지,103130,2010-06-30,-,-,반도체 제조업,0,0,0,0,0,0,0,0,0
지유온,111820,2010-06-18,-,-,기타 정보 서비스업,0,0,0,0,0,0,0,0,0
유비벨록스,089850,2010-06-18,2022,12월,소프트웨어 개발 및 공급업,"146,828,035","61,146,236","85,681,799","107,505,274",14,"11,848,555",0,"4,848,982",-36
오르비텍,046120,2010-06-15,2022,12월,기타 과학기술 서비스업,"115,111,695","58,791,191","56,320,504","52,421,310",-8,"-3,604,600",-622,"-13,945,533",-354
히든챔피언스팩1호,123160,2010-06-11,-,-,금융 지원 서비스업,0,0,0,0,0,0,0,0,0
이연제약,102460,2010-06-10,2022,12월,의약품 제조업,"479,981,348","232,687,116","247,294,232","154,038,839",7,"5,567,015",124,"7,325,400",179
엑스큐어,070300,2010-06-09,2022,12월,소프트웨어 개발 및 공급업,"26,020,104","1,487,098","24,533,006","10,275,642",-6,"324,730",-29,"890,575",-20
한국화장품,123690,2010-06-01,2022,12월,생활용품 도매업,"30,082,970","6,631,835","23,451,135","10,689,227",-27,"-2,738,147",19,"-3,359,452",4
투비소프트,079970,2010-06-01,2022,12월,소프트웨어 개발 및 공급업,"61,361,193","23,847,426","37,513,767","29,689,409",0,"-1,763,326",37,"-22,272,075",1
에스제이엠,123700,2010-05-31,2022,12월,자동차 신품 부품 제조업,"164,449,836","17,524,808","146,925,028","74,168,843",10,"-6,015,346",10,"6,885,703",14
인피니트헬스케어,071200,2010-05-26,2022,12월,소프트웨어 개발 및 공급업,"128,265,842","18,143,895","110,121,947","44,825,295",8,"6,593,206",20,"-554,264",-103
서진오토모티브,122690,2010-05-25,2022,12월,자동차 신품 부품 제조업,"205,251,048","143,319,287","61,931,761","161,943,030",11,"4,930,663",29,"719,816",-86
