시장구분,회사명,종목코드,신고서제출일,수요예측일정,청약일정,납입일,상장예정일,상장일,주관사,주요제품,상장유형,증권구분,업종_x,국적,공모금액(백만원),액면가 (원),공모가 (원),최초상장주식수 (주),상장일시가,공모가등락률,상장일종가,상장일등락률,1개월주가,1개월등락률,3개월주가,3개월등락률,6개월주가,6개월등락률,1년주가,1년등락률,report_year,매출액,영업이익,당기순이익
코스닥 상장추진,샘씨엔에스,252990,2021-04-12,2021-05-03,2021-05-10,2021-05-13,2021-05-20,2021-05-20,대신증권㈜,세라믹 STF(다층 세라믹 기판),신규상장,주권,전자부품 제조업,대한민국,78000.0,500.0,6500.0,50153846.0,6400.0,-1.5,8320.0,28.0,6890.0,6.0,8760.0,34.8,6060.0,-6.8,6280.0,-3.4,2021,35942187.0,7806361.0,6034564.0
코스닥 상장추진,씨앤씨인터내셔널,352480,2021-04-06,2021-04-28,2021-05-06,2021-05-11,2021-05-17,2021-05-17,엔에이치투자증권주식회사,색조 화장품,신규상장,주권,기타 화학제품 제조업,대한민국,70300.0,100.0,47500.0,5909052.0,31536.0,-0.5,27465.0,-13.4,30201.0,-4.7,27999.0,-11.7,22100.0,-30.3,23200.0,-26.8,2021,86293203.0,15433728.0,9807618.0
코스닥 상장추진,제주맥주,276730,2021-03-31,2021-05-11,2021-05-13,2021-05-18,2021-05-26,2021-05-26,대신증권㈜,맥주,신규상장,주권,알코올음료 제조업,대한민국,26758.0,500.0,3200.0,55995890.0,4780.0,49.4,4900.0,53.1,4365.0,36.4,3400.0,6.3,2745.0,-14.2,2490.0,-22.2,2021,21525592.0,-4347327.0,-11428251.0
유가증권 상장추진,SK아이이테크놀로지,361610,2021-03-31,2021-04-22,2021-04-28,2021-05-03,2021-05-11,2021-05-11,"미래에셋증권 주식회사,제이피모간증권회사 서울지점",2차전지용 습식 분리막 및 폴더블 커버 윈도우,신규상장,주권,일차전지 및 축전지 제조업,대한민국,2245950.0,1000.0,105000.0,71297592.0,210000.0,100.0,154500.0,47.1,143000.0,36.2,211000.0,101.0,155000.0,47.6,126000.0,20.0,2021,460271672.0,137335029.0,90729130.0
코스닥 상장추진,삼영에스앤씨,361670,2021-03-23,2021-05-06,2021-05-11,2021-05-14,2021-05-21,2021-05-21,미래에셋증권 주식회사,"칩형 온습도센서, 상대습도센서, 미세먼지센서, 공기질 통합센서 노드 및 트랜스미터",신규상장,주권,전자부품 제조업,대한민국,12155.0,500.0,11000.0,5557158.0,22000.0,100.0,28600.0,160.0,13950.0,26.8,17450.0,58.6,11900.0,8.2,8740.0,-20.5,2021,13557858.0,182225.0,1258838.0
코스닥 상장추진,쿠콘,294570,2021-03-22,2021-04-13,2021-04-19,2021-04-22,2021-04-28,2021-04-28,"삼성증권㈜,하나증권주식회사","페이먼트서비스(65.2%), 데이터서비스(29.1%) 등",신규상장,주권,기타 정보 서비스업,대한민국,72554.0,500.0,45000.0,7945838.0,64034.0,77.8,52428.0,45.6,49707.0,38.0,52988.0,47.1,66515.0,84.7,51200.0,42.1,2021,49373922.0,11001159.0,18639504.0
코스닥 상장추진,이삭엔지니어링,351330,2021-03-15,2021-04-05,2021-04-12,2021-04-15,2021-04-21,2021-04-21,신한투자증권 주식회사,공장자동화 설비제어,신규상장,주권,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",대한민국,24150.0,500.0,11500.0,7803000.0,23000.0,100.0,26150.0,127.4,17000.0,47.8,16600.0,44.3,12900.0,12.2,12100.0,5.2,2021,44386005.0,4755179.0,4186991.0
코스닥 상장추진,에이치피오,357230,2021-03-12,2021-04-27,2021-05-03,2021-05-07,2021-05-14,2021-05-14,대신증권㈜,"건강기능식품(유산균, 비타민 등)",신규상장,주권,기타 식품 제조업,대한민국,88525.0,500.0,22200.0,19938160.0,19256.0,0.0,16127.0,0.0,16368.0,0.0,18197.0,0.0,14153.0,0.0,12661.0,0.0,2021,103795726.0,19904623.0,16448621.0
코스닥 상장추진,아모센스,357580,2021-03-03,2021-06-10,2021-06-15,2021-06-18,2021-06-25,2021-06-25,신한투자증권 주식회사,무선충전 차폐시트,신규상장,주권,전자부품 제조업,대한민국,34470.0,500.0,12400.0,11200076.0,12250.0,-1.2,15900.0,28.2,13650.0,10.1,23700.0,91.1,16350.0,31.9,14850.0,19.8,2021,43612305.0,-10221727.0,-16756652.0
코스닥 상장추진,해성티피씨,059270,2021-02-22,2021-04-06,2021-04-12,2021-04-15,2021-04-21,2021-04-21,한국투자증권㈜,기어 및 동력전달장치,신규상장,주권,기타 금속 가공제품 제조업,대한민국,13000.0,500.0,13000.0,4630000.0,13000.0,100.0,16900.0,160.0,10400.0,60.0,9600.0,47.7,10400.0,60.0,8550.0,31.5,2021,16734359.0,-347489.0,-861191.0
코스닥 상장추진,엔시스,333620,2021-02-19,2021-03-16,2021-03-22,2021-03-25,2021-04-01,2021-04-01,미래에셋증권 주식회사,2차전지 머신비전 검사장비,신규상장,주권,기타 전기장비 제조업,대한민국,43700.0,100.0,19000.0,10402631.0,38000.0,100.0,31400.0,65.3,24950.0,31.3,19650.0,3.4,23200.0,22.1,19600.0,3.2,2021,36387319.0,7415409.0,3572753.0
코스닥 상장추진,제노코,361390,2021-02-10,2021-03-09,2021-03-15,2021-03-18,2021-03-24,2021-03-24,DB금융투자주식회사,"위성탑재체, 위성운용국, 항공전자 등",신규상장,주권,통신 및 방송 장비 제조업,대한민국,17640.0,500.0,36000.0,2442140.0,21682.0,80.6,26719.0,122.5,18680.0,55.6,15444.0,28.6,21582.0,79.7,25900.0,115.7,2021,34089086.0,2498825.0,1690996.0
유가증권 상장추진,SK바이오사이언스,302440,2021-02-05,2021-03-04,2021-03-09,2021-03-12,2021-03-18,2021-03-18,엔에이치투자증권주식회사,백신 제품 및 제제,신규상장,주권,기초 의약물질 및 생물학적 제제 제조업,대한민국,1491750.0,500.0,65000.0,76500000.0,130000.0,100.0,169000.0,160.0,135500.0,108.5,157000.0,141.5,308000.0,373.8,147000.0,126.2,2021,225610785.0,37710447.0,32889712.0
코스닥 상장추진,싸이버원,356890,2021-01-29,2021-02-24,2021-03-02,2021-03-05,2021-03-11,2021-03-11,키움증권㈜,보안관제 및 보안컨설팅 등,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,12930.0,500.0,9500.0,4640830.0,18000.0,0.0,21200.0,0.0,18200.0,0.0,16150.0,0.0,13800.0,0.0,12500.0,0.0,2021,20600081.0,2179757.0,1967675.0
코스닥 상장추진,프레스티지바이오로직스,334970,2021-01-26,2021-02-23,2021-03-02,2021-03-05,2021-03-11,2021-03-11,"미래에셋증권 주식회사,유안타증권㈜",바이오시밀러 제조,신규상장,주권,의약품 제조업,대한민국,91140.0,500.0,12400.0,42851915.0,12100.0,-2.4,14300.0,15.3,12900.0,4.0,14150.0,14.1,14650.0,18.1,7290.0,-41.2,2021,0.0,-22601458.0,-31033281.0
코스닥 상장추진,바이오다인,314930,2021-01-19,2021-03-02,2021-03-08,2021-03-11,2021-03-17,2021-03-17,대신증권㈜,액상세포검사 장비 및 소모품,신규상장,주권,의료용 기기 제조업,대한민국,30000.0,500.0,30000.0,5918200.0,40000.0,33.3,42600.0,42.0,57100.0,90.3,45000.0,50.0,42100.0,40.3,28900.0,-3.7,2021,3670995.0,-1826340.0,-4454433.0
코스닥 상장추진,라이프시맨틱스,347700,2021-01-19,2021-03-08,2021-03-11,2021-03-16,2021-03-23,2021-03-23,한국투자증권㈜,"소프트웨어(개인건강기록 플랫폼,진료기록번역플랫폼,질병분류기호 검색) 개발,공급/의료기기 도매/자문,컨설팅/전자상거래,통신판매",신규상장,주권,소프트웨어 개발 및 공급업,대한민국,12500.0,500.0,12500.0,9776917.0,25000.0,100.0,17500.0,40.0,13400.0,7.2,11900.0,-4.8,11700.0,-6.4,8290.0,-33.7,2021,2665429.0,-3657770.0,-9308742.0
코스닥 상장추진,자이언트스텝,289220,2021-01-18,2021-03-09,2021-03-15,2021-03-18,2021-03-24,2021-03-24,한국투자증권㈜,"광고VFX, 영상VFX 및 리얼타임 콘텐츠 제작",신규상장,주권,"영화, 비디오물, 방송프로그램 제작 및 배급업",대한민국,15400.0,500.0,11000.0,9427965.0,10709.0,100.0,13921.0,160.0,24192.0,351.8,23997.0,348.2,38259.0,614.6,44000.0,721.8,2021,15535548.0,-1356063.0,-1506711.0
코스닥 상장추진,오로스테크놀로지,322310,2021-01-15,2021-02-08,2021-02-15,2021-02-18,2021-02-24,2021-02-24,키움증권㈜,반도체 Overlay 계측 장비,신규상장,주권,특수 목적용 기계 제조업,대한민국,39900.0,500.0,21000.0,9309542.0,42000.0,100.0,54600.0,160.0,49550.0,136.0,34700.0,65.2,31650.0,50.7,24400.0,16.2,2021,17537288.0,1766326.0,1133601.0
코스닥 상장추진,유일에너테크,340930,2021-01-13,2021-02-04,2021-02-15,2021-02-18,2021-02-25,2021-02-25,신영증권㈜,2차전지 제조장비,신규상장,주권,특수 목적용 기계 제조업,대한민국,38643.0,500.0,16000.0,10590044.0,32000.0,100.0,34500.0,115.6,21750.0,35.9,19500.0,21.9,19650.0,22.8,20200.0,26.3,2021,58978131.0,7718044.0,4765270.0
코스닥 상장추진,네오이뮨텍,950220,2021-01-08,2021-02-23,2021-03-04,2021-03-09,2021-03-16,2021-03-16,"미래에셋증권 주식회사,하나증권주식회사",면역항암제,신규상장,주식예탁증권,자연과학 및 공학 연구개발업,미국,112500.0,0.0,7500.0,98392010.0,15000.0,100.0,14350.0,91.3,11850.0,58.0,11200.0,49.3,9540.0,27.2,7010.0,-6.5,2021,0.0,-30901471.0,-30043942.0
코스닥 상장추진,나노씨엠에스,247660,2021-01-07,2021-02-22,2021-02-25,2021-03-03,2021-03-09,2021-03-09,키움증권㈜,"근적외선 흡수/반사 안료, 자외선 유기형광 안료, 적외선 발광체",신규상장,주권,전자부품 제조업,대한민국,16000.0,500.0,20000.0,3942587.0,33000.0,65.0,23950.0,19.8,18200.0,-9.0,15400.0,-23.0,50500.0,152.5,45100.0,125.5,2021,4236610.0,-240029.0,-2512203.0
코스닥 상장추진,아이퀘스트,262840,2020-12-23,2021-01-20,2021-01-27,2021-02-01,2021-02-05,2021-02-05,미래에셋증권 주식회사,"패키지 ERP, 구축형 ERP 등",신규상장,주권,소프트웨어 개발 및 공급업,대한민국,22000.0,100.0,11000.0,9860000.0,22000.0,100.0,20000.0,81.8,14600.0,32.7,14350.0,30.5,13650.0,24.1,10650.0,-3.2,2020,13153042.0,3503811.0,3650101.0
코스닥 상장추진,뷰노,338220,2020-12-18,2021-02-08,2021-02-16,2021-02-19,2021-02-26,2021-02-26,"미래에셋증권 주식회사,삼성증권㈜","뷰노메드 음성솔루션, 뷰노메드 영상솔루션, 기타 솔루션 등",신규상장,주권,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",대한민국,37800.0,100.0,21000.0,10825069.0,32900.0,56.7,32150.0,53.1,26850.0,27.9,20350.0,-3.1,24000.0,14.3,9970.0,-52.5,2020,162098.0,-6021757.0,-5912548.0
유가증권 상장추진,솔루엠,248070,2020-12-17,2021-01-14,2021-01-21,2021-01-26,2021-02-02,2021-02-02,"미래에셋증권 주식회사,KB증권㈜","POWER, 3in1 Board, ESL 등",신규상장,주권,전자부품 제조업,대한민국,108800.0,500.0,17000.0,42508362.0,34000.0,100.0,29150.0,71.5,23000.0,35.3,24550.0,44.4,30450.0,79.1,22800.0,34.1,2020,630887649.0,12553196.0,7131824.0
코스닥 상장추진,핑거,163730,2020-12-16,2021-01-14,2021-01-21,2021-01-26,2021-01-29,2021-01-29,대신증권㈜,"스마트 금융 플랫폼, 핀테크 금융 솔루션",신규상장,주권,소프트웨어 개발 및 공급업,대한민국,20800.0,500.0,16000.0,8839014.0,32000.0,0.0,29100.0,0.0,27250.0,0.0,21400.0,0.0,23000.0,0.0,21000.0,0.0,2020,56800180.0,5170550.0,3695051.0
코스닥 상장추진,선진뷰티사이언스,086710,2020-11-27,2021-01-12,2021-01-18,2021-01-21,2021-01-27,2021-01-27,"신한투자증권 주식회사,삼성증권㈜",화장품 원료,신규상장,주권,기타 화학제품 제조업,대한민국,21103.0,500.0,11500.0,6115650.0,11527.0,100.0,14986.0,160.0,11026.0,91.3,10174.0,76.5,9573.0,66.1,6916.0,20.0,2020,44290163.0,4122634.0,4036233.0
코스닥 상장추진,레인보우로보틱스,277810,2020-11-27,2021-01-18,2021-01-25,2021-01-28,2021-02-03,2021-02-03,"대신증권㈜,미래에셋증권 주식회사","협동로봇, 천문마운트시스템, 이족보행로봇 등",신규상장,주권,특수 목적용 기계 제조업,대한민국,26500.0,500.0,10000.0,15584500.0,20000.0,100.0,26000.0,160.0,23550.0,135.5,24400.0,144.0,21950.0,119.5,23900.0,139.0,2020,1693984.0,-5399715.0,-5497206.0
코스닥 상장추진,석경에이티,357550,2020-11-19,2020-12-10,2020-12-15,2020-12-17,2020-12-23,2020-12-23,한국투자증권㈜,바이오 및 전기전자 나노 소재,신규상장,주권,기초 화학물질 제조업,대한민국,10000.0,500.0,10000.0,5455000.0,20000.0,100.0,26000.0,160.0,31850.0,218.5,21550.0,115.5,20200.0,102.0,19450.0,94.5,2020,6325031.0,1239477.0,1032522.0
코스닥 상장추진,프리시젼바이오,335810,2020-11-17,2020-12-08,2020-12-14,2020-12-16,2020-12-22,2020-12-22,한국투자증권㈜,체외진단 기기 및 시약,신규상장,주권,의료용 기기 제조업,대한민국,18750.0,500.0,12500.0,11243846.0,25000.0,100.0,32500.0,160.0,26050.0,108.4,16000.0,28.0,16000.0,28.0,11900.0,-4.8,2020,2408858.0,-2925290.0,-705624.0
코스닥 상장추진,와이더플래닛,321820,2020-11-17,2021-01-18,2021-01-25,2021-01-28,2021-02-03,2021-02-03,한국투자증권㈜,빅데이터/인공지능 마케팅플랫폼 및 데이터플랫폼,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,16000.0,500.0,16000.0,6763282.0,24900.0,55.6,20000.0,25.0,24500.0,53.1,22000.0,37.5,25500.0,59.4,17150.0,7.2,2020,35385348.0,-2155431.0,-2083972.0
코스닥 상장추진,티엘비,356860,2020-11-09,2020-11-30,2020-12-03,2020-12-08,2020-12-14,2020-12-14,DB금융투자주식회사,SSD Module / DRAM Module PCB,신규상장,주권,전자부품 제조업,대한민국,38000.0,500.0,38000.0,4916315.0,37950.0,99.7,27250.0,43.4,28550.0,50.3,21400.0,12.6,19850.0,4.5,19325.0,1.7,2020,149136209.0,10866065.0,9204374.0
코스닥 상장추진,인바이오,352940,2020-10-30,2020-11-25,2020-12-02,2020-12-07,2020-12-11,2020-12-11,한국투자증권㈜,"살균제, 살충제, 제초제 등",신규상장,주권,"비료, 농약 및 살균, 살충제 제조업",대한민국,9454.0,500.0,5800.0,10084400.0,11600.0,100.0,12200.0,110.3,13450.0,131.9,12350.0,112.9,10950.0,88.8,6920.0,19.3,2020,33735609.0,4448859.0,1020273.0
코스닥 상장추진,엔젠바이오,354200,2020-10-30,2020-11-23,2020-12-01,2020-12-04,2020-12-10,2020-12-10,삼성증권㈜,"유전체 분야 진단시약 제조 및 유전체 분야 소프트웨어 연구,개발,판매",신규상장,주권,"그외 기타 전문, 과학 및 기술 서비스업",대한민국,34216.0,1000.0,14000.0,12215562.0,28000.0,0.0,25650.0,0.0,26650.0,0.0,15350.0,0.0,20000.0,0.0,14700.0,0.0,2020,1477559.0,-4249020.0,-6864822.0
코스닥 상장추진,엔비티,236810,2020-10-27,2021-01-06,2021-01-12,2021-01-15,2021-01-21,2021-01-21,미래에셋증권 주식회사,모바일 포인트 광고 플랫폼,신규상장,주권,광고업,대한민국,15808.0,100.0,19000.0,8314948.0,19000.0,100.0,18250.0,92.1,11775.0,23.9,12775.0,34.5,13375.0,40.8,13725.0,44.5,2020,45057863.0,2320972.0,743706.0
코스닥 상장추진,클리노믹스,352770,2020-10-26,2020-11-17,2020-11-23,2020-11-26,2020-12-04,2020-12-04,대신증권㈜,"Geno Series, CD-PRIME, Cancer Prime",신규상장,주권,의료용품 및 기타 의약 관련제품 제조업,대한민국,27415.0,100.0,13900.0,13205141.0,18500.0,0.0,19000.0,0.0,18200.0,0.0,12500.0,0.0,15550.0,0.0,11700.0,0.0,2020,3625200.0,-4282931.0,-5573446.0
코스닥 상장추진,앱코,129890,2020-10-26,2020-11-17,2020-11-23,2020-11-26,2020-12-02,2020-12-02,미래에셋증권 주식회사,"게이밍기어, 뉴라이프가전 등",신규상장,주권,컴퓨터 및 주변장치 제조업,대한민국,60920.0,500.0,24300.0,9688732.0,30150.0,24.1,28900.0,18.9,27800.0,14.4,26900.0,10.7,22900.0,-5.8,15050.0,-38.1,2020,84270937.0,5567067.0,3474389.0
코스닥 상장추진,포인트모바일,318020,2020-10-23,2020-11-16,2020-11-23,2020-11-26,2020-12-03,2020-12-03,하나증권주식회사,산업용 PDA,신규상장,주권,컴퓨터 및 주변장치 제조업,대한민국,16423.0,100.0,15000.0,6165000.0,15244.0,100.0,15523.0,103.7,28100.0,268.7,21697.0,184.7,21550.0,182.7,17450.0,128.9,2020,61657479.0,6835949.0,6789423.0
코스닥 상장추진,엔에프씨,265740,2020-10-23,2020-11-16,2020-11-23,2020-11-26,2020-12-02,2020-12-02,삼성증권㈜,화장품 원료 제조 및 판매,신규상장,주권,기타 화학제품 제조업,대한민국,26800.0,100.0,13400.0,8690000.0,20700.0,54.5,16950.0,26.5,13700.0,2.2,15700.0,17.2,16300.0,21.6,13450.0,0.4,2020,32432187.0,6803976.0,6532415.0
코스닥 상장추진,하나기술,299030,2020-10-16,2020-11-09,2020-11-13,2020-11-18,2020-11-25,2020-11-25,하나증권주식회사,"이차전지 제조장비(조립공정장비 83.07%, PACK공정 장비 12.92% 등)",신규상장,주권,특수 목적용 기계 제조업,대한민국,28000.0,500.0,35000.0,3234533.0,36234.0,100.0,47104.0,160.0,49278.0,172.0,52746.0,191.1,61300.0,238.4,51700.0,185.4,2020,59008137.0,5674673.0,4258338.0
코스닥 상장추진,티앤엘,340570,2020-10-16,2020-11-09,2020-11-12,2020-11-16,2020-11-20,2020-11-20,한국투자증권㈜,"창상치료재, 정형외과용 고정재",신규상장,주권,의료용품 및 기타 의약 관련제품 제조업,대한민국,28800.0,500.0,36000.0,4064000.0,36000.0,100.0,27000.0,50.0,22425.0,24.6,20450.0,13.6,27650.0,53.6,41900.0,132.8,2020,32646477.0,7723818.0,7290708.0
코스닥 상장추진,제일전기공업,199820,2020-10-16,2020-11-10,2020-11-17,2020-11-20,2020-11-26,2020-11-26,하나증권주식회사,"PCB Assay, 배선기구, 분전반 등",신규상장,주권,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",대한민국,49300.0,500.0,17000.0,11110000.0,34000.0,100.0,28650.0,68.5,25450.0,49.7,22800.0,34.1,23750.0,39.7,19900.0,17.1,2020,146148121.0,16865818.0,14126527.0
코스닥 상장추진,알체라,347860,2020-10-15,2020-12-03,2020-12-10,2020-12-15,2020-12-21,2020-12-21,신영증권㈜,"얼굴인식 AI, 이상상황 감지 AI 등",신규상장,주권,소프트웨어 개발 및 공급업,대한민국,20000.0,500.0,10000.0,13368794.0,15741.0,100.0,20463.0,160.0,26326.0,234.5,28176.0,258.0,25106.0,219.0,25736.0,227.0,2020,3291179.0,-2234625.0,-11415985.0
유가증권 상장추진,에이플러스에셋,244920,2020-10-14,2020-11-05,2020-11-10,2020-11-13,2020-11-20,2020-11-20,"엔에이치투자증권주식회사,IBK투자증권㈜",보험대리 및 중개업,신규상장,주권,보험 및 연금관련 서비스업,대한민국,16789.0,500.0,7500.0,22607693.0,8100.0,8.0,6880.0,-8.3,5740.0,-23.5,6550.0,-12.7,8650.0,15.3,10850.0,44.7,2020,231617394.0,20272413.0,13967201.0
코스닥 상장추진,퀀타매트릭스,317690,2020-10-12,2020-11-25,2020-11-30,2020-12-03,2020-12-09,2020-12-09,미래에셋증권 주식회사,신속항균제검사 장비 및 키트,신규상장,주권,의료용 기기 제조업,대한민국,43529.0,500.0,25500.0,14589324.0,25050.0,-1.8,24100.0,-5.5,26500.0,3.9,15000.0,-41.2,13400.0,-47.5,10850.0,-57.5,2020,903529.0,-12902695.0,-62173063.0
유가증권 상장추진,명신산업,009900,2020-10-12,2020-11-24,2020-11-27,2020-12-01,2020-12-07,2020-12-07,"미래에셋증권 주식회사,현대차증권주식회사",자동차차체부품,신규상장,주권,자동차 신품 부품 제조업,대한민국,102237.0,500.0,6500.0,40779120.0,13000.0,100.0,16900.0,160.0,46300.0,612.3,25450.0,291.5,25550.0,293.1,27700.0,326.2,2020,170102432.0,11241479.0,-2080248.0
코스닥 상장추진,네패스아크,330860,2020-10-08,2020-11-02,2020-11-09,2020-11-11,2020-11-17,2020-11-17,미래에셋증권 주식회사,반도체 테스트 서비스,신규상장,주권,"그외 기타 전문, 과학 및 기술 서비스업",대한민국,62021.0,500.0,26500.0,8626115.0,36200.0,36.6,38700.0,46.0,42950.0,62.1,53200.0,100.8,40200.0,51.7,49800.0,87.9,2020,54718939.0,18211749.0,4652733.0
코스닥 상장추진,모비릭스,348030,2020-10-06,2021-01-14,2021-01-19,2021-01-22,2021-01-28,2021-01-28,한국투자증권㈜,모바일 게임 개발 및 퍼블리싱,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,25200.0,100.0,14000.0,9279000.0,28000.0,100.0,36400.0,160.0,20900.0,49.3,24150.0,72.5,20550.0,46.8,20600.0,47.1,2020,40340220.0,7435235.0,6188922.0
유가증권 상장추진,교촌에프앤비,339770,2020-10-05,2020-10-28,2020-11-03,2020-11-06,2020-11-12,2020-11-12,미래에셋증권 주식회사,치킨 프랜차이즈,신규상장,주권,음·식료품 및 담배 도매업,대한민국,71340.0,500.0,12300.0,24982540.0,23850.0,93.9,31000.0,152.0,21050.0,71.1,18950.0,54.1,19700.0,60.2,18050.0,46.7,2020,369252584.0,31920502.0,21045132.0
코스닥 상장추진,소룩스,290690,2020-09-25,2020-10-23,2020-10-29,2020-11-02,2020-11-06,2020-11-06,미래에셋증권 주식회사,"실내등(형광등, LED등), 실외등, 특수등",신규상장,주권,전구 및 조명장치 제조업,대한민국,19737.0,100.0,10000.0,8158160.0,20000.0,100.0,26000.0,160.0,24600.0,146.0,21000.0,110.0,19100.0,91.0,11750.0,17.5,2020,71108354.0,6870332.0,5793939.0
코스닥 상장추진,고바이오랩,348150,2020-09-22,2020-11-03,2020-11-09,2020-11-12,2020-11-18,2020-11-18,"대신증권㈜,삼성증권㈜",마이크로바이옴 치료제 및 건강기능식품,신규상장,주권,자연과학 및 공학 연구개발업,대한민국,30000.0,500.0,15000.0,15415766.0,30000.0,100.0,31300.0,108.7,39300.0,162.0,42950.0,186.3,33650.0,124.3,24650.0,64.3,2020,576519.0,-5734638.0,-44214672.0
코스닥 상장추진,위드텍,348350,2020-09-11,2020-10-14,2020-10-20,2020-10-23,2020-10-30,2020-10-30,하나증권주식회사,"AMCs 모니터링 시스템, 공정 프로세스 모니터링 시스템, TMS",신규상장,주권,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",대한민국,26500.0,500.0,25000.0,5091800.0,18550.0,48.4,20550.0,64.4,27400.0,119.2,27650.0,121.2,26750.0,114.0,19150.0,53.2,2020,58060838.0,12428652.0,11129066.0
코스닥 상장추진,넥스틴,348210,2020-08-27,2020-09-18,2020-09-24,2020-09-29,2020-10-08,2020-10-08,KB증권㈜,반도체 전공정용 패턴결함 검사장비(AEGIS 등),신규상장,주권,특수 목적용 기계 제조업,대한민국,24128.0,500.0,75400.0,3134160.0,23714.0,-5.7,23881.0,-5.0,26449.0,5.2,58368.0,132.1,78400.0,211.7,56100.0,123.1,2020,9393623.0,-1886278.0,-2625057.0
코스닥 상장추진,센코,347000,2020-08-20,2020-10-13,2020-10-20,2020-10-23,2020-10-29,2020-10-29,한국투자증권㈜,"가스센서 및 모듈, 휴대용 및 고정형 가스검지기, 악취 & 미세먼지 모니터링 시스템",신규상장,주권,전자부품 제조업,대한민국,20956.0,500.0,13000.0,7770644.0,13350.0,2.7,15250.0,17.3,27700.0,113.1,27450.0,111.2,21500.0,65.4,21400.0,64.6,2020,19834609.0,2347484.0,-2411323.0
코스닥 상장추진,바이브컴퍼니,301300,2020-08-19,2020-10-12,2020-10-19,2020-10-22,2020-10-28,2020-10-28,한국투자증권㈜,"소셜 빅데이터 기반 인공지능 서비스 (소셜메트릭스), 문제 해결 솔루션 (AI Solver)",신규상장,주권,소프트웨어 개발 및 공급업,대한민국,18200.0,500.0,28000.0,5394170.0,20039.0,42.9,15680.0,11.8,17684.0,26.1,17083.0,21.8,15755.0,12.3,18385.0,31.1,2020,16298058.0,-344299.0,-776561.0
코스닥 상장추진,원방테크,053080,2020-08-18,2020-09-08,2020-09-15,2020-09-18,2020-09-24,2020-09-24,미래에셋증권 주식회사,클린룸 설비,신규상장,주권,일반 목적용 기계 제조업,대한민국,69651.0,500.0,54300.0,4294143.0,16422.0,-9.9,14676.0,-19.5,14458.0,-20.7,16960.0,-7.0,15264.0,-16.3,20150.0,10.5,2020,93421339.0,8982981.0,7865620.0
코스닥 상장추진,핌스,347770,2020-08-11,2020-09-02,2020-09-09,2020-09-11,2020-09-18,2020-09-18,DB금융투자주식회사,OLED Metal Mask,신규상장,주권,전자부품 제조업,대한민국,38000.0,500.0,19000.0,7264943.0,21000.0,10.5,18300.0,-3.7,15000.0,-21.1,15450.0,-18.7,16500.0,-13.2,28100.0,47.9,2020,37783376.0,6524751.0,5551016.0
코스닥 상장추진,압타머사이언스,291650,2020-08-10,2020-09-02,2020-09-07,2020-09-10,2020-09-16,2020-09-16,키움증권㈜,압타머기반 신약개발 및 진단제품 개발,신규상장,주권,자연과학 및 공학 연구개발업,대한민국,32500.0,500.0,25000.0,8466126.0,14425.0,15.4,13875.0,11.0,10075.0,-19.4,12500.0,0.0,11450.0,-8.4,12600.0,0.8,2020,407591.0,-3291562.0,-3852555.0
코스닥 상장추진,비비씨,318410,2020-08-10,2020-09-02,2020-09-09,2020-09-14,2020-09-21,2020-09-21,미래에셋증권 주식회사,덴탈 케어용 소재(테이퍼모 등),신규상장,주권,그외 기타 제품 제조업,대한민국,36840.0,500.0,30700.0,5358683.0,27650.0,-9.9,22300.0,-27.4,18850.0,-38.6,18800.0,-38.8,19250.0,-37.3,17000.0,-44.6,2020,19072693.0,3709087.0,5652640.0
코스닥 상장추진,박셀바이오,323990,2020-08-07,2020-09-03,2020-09-10,2020-09-15,2020-09-22,2020-09-22,하나증권주식회사,"항암면역세포치료제(자연살해세포, 수지상세포, CAR-T 및 인터루킨 기반 항암제)",신규상장,주권,자연과학 및 공학 연구개발업,대한민국,29555.0,500.0,30000.0,7523000.0,13500.0,-10.0,10650.0,-29.0,12300.0,-18.0,108050.0,620.3,123200.0,721.3,79000.0,426.7,2020,0.0,-4010647.0,-1253758.0
코스닥 상장추진,피플바이오,304840,2020-08-06,2020-09-23,2020-10-07,2020-10-13,2020-10-19,2020-10-19,키움증권㈜,올리고머화 베타-아밀로이드 검사제품(알츠하이머병 진단),신규상장,주권,의료용품 및 기타 의약 관련제품 제조업,대한민국,10000.0,500.0,20000.0,5504470.0,9047.0,-10.0,11762.0,17.0,21789.0,116.7,30661.0,205.0,21563.0,114.5,14900.0,48.2,2020,895040.0,-4061582.0,-4001192.0
코스닥 상장추진,카카오게임즈,293490,2020-08-03,2020-08-26,2020-09-01,2020-09-04,2020-09-10,2020-09-10,"한국투자증권㈜,삼성증권㈜","모바일, PC게임 퍼블리싱",신규상장,주권,소프트웨어 개발 및 공급업,대한민국,384000.0,100.0,24000.0,73204731.0,48000.0,100.0,62400.0,160.0,49150.0,104.8,49150.0,104.8,47950.0,99.8,82000.0,241.7,2020,322391748.0,49602221.0,33314837.0
