(단위 : 천원),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
회사명,종목코드,상장일,매출액(수익),,,,,영업이익,,,,,당기순이익,,,,
,,,2019년,2020년,2021년,2022년,2023년,2019년,2020년,2021년,2022년,2023년,2019년,2020년,2021년,2022년,2023년
노랑풍선,104620,2019-01-30,"75,861,593","19,909,527","2,506,615","20,985,286",0,"-1,815,709","-5,647,654","-14,393,796","-21,047,720",0,"-1,660,509","-6,421,017","-10,105,010","-24,316,355",0
웹케시,053580,2019-01-25,"61,201,347","72,830,846","81,898,870","87,866,522",0,"9,274,524","14,287,165","18,675,448","20,598,237",0,"9,278,684","17,385,522","14,865,035","11,534,004",0
엘에이티,311060,2018-12-28,"10,793,102","11,062,380","9,389,327","16,887,886",0,"-81,260","649,442","-975,830","1,703,657",0,"-135,278","436,520","-981,763","1,134,279",0
에어부산,298690,2018-12-27,"633,183,493","189,917,868","176,501,762","404,992,920",0,"-37,843,357","-188,684,535","-203,964,282","-81,307,511",0,"-72,910,218","-128,471,654","-265,960,609","-150,400,645",0
대원모방,311840,2018-12-27,"23,066,557",0,0,0,0,"-4,650,198",0,0,0,0,"-4,941,303",0,0,0,0
비피도,238200,2018-12-26,"13,009,644","12,300,222","11,768,677","13,755,906",0,"1,436,365","-486,758","-1,030,212","1,182,540",0,"1,626,678","-452,044","4,520,589","1,854,154",0
유틸렉스,263050,2018-12-24,"408,878","2,036,292","221,455","657,378",0,"-18,324,165","-24,751,306","-31,718,705","-31,755,577",0,"-17,120,023","-28,644,119","-27,786,784","-31,210,248",0
아이엘사이언스,307180,2018-12-21,"20,281,482","15,402,733","38,488,090","31,767,894",0,"1,094,084","-4,485,513","513,596","29,228",0,"-2,726,422","-4,269,451","-10,614,127","2,681,049",0
테크엔,308700,2018-12-21,"9,657,833","8,681,789","6,977,962","4,117,477",0,"-1,819,410","314,295","-1,033,364","-1,271,922",0,"-1,583,005","143,363","-1,196,186","-1,689,540",0
애니플러스,310200,2018-12-21,"12,195,357","11,219,037","20,289,107","29,388,609",0,"1,433,051","-1,728,904","6,875,492","6,604,917",0,"-343,431","-6,082,460","16,697,633","4,469,711",0
디케이티,290550,2018-12-21,"112,873,728","134,497,053","115,975,649","102,487,297",0,"6,246,960","5,809,148","4,273,280","3,306,064",0,"3,179,761","3,887,765","-810,878","7,415,019",0
디와이씨,310870,2018-12-20,"81,387,210","78,024,949","87,268,256","120,652,618",0,"4,972,495","1,391,780","-430,194","9,819,617",0,"4,136,783","674,137","-1,200,063","4,538,145",0
위지윅스튜디오,299900,2018-12-20,"31,833,995","19,488,092","24,383,097","33,031,394",0,"5,272,296","-6,621,431","-1,242,690","568,487",0,"4,927,311","-5,573,094","-5,930,447","12,450,113",0
오하임아이엔티,309930,2018-12-20,"19,364,407","27,805,577","32,328,894","32,410,294",0,"2,161,424","4,009,396","3,664,893","1,592,162",0,"1,722,715","176,059","3,680,925","1,502,318",0
국전약품,307750,2018-12-19,"73,417,268","80,623,076","85,354,220","103,720,153",0,"5,648,258","5,790,480","6,134,658","3,588,481",0,"3,907,782","-3,316,511","4,038,005","8,680,896",0
프로테옴텍,303360,2018-12-19,"3,875,881","4,906,485","5,934,446","7,644,000",0,"-194,249","-901,181","651,729","1,057,533",0,"-1,272,942","-4,450,828","-771,792","1,252,815",0
에이비엘바이오,298380,2018-12-19,"3,988,956","8,104,203","5,332,069","65,333,992",0,"-40,428,863","-59,647,069","-52,305,341","118,582",0,"-37,004,631","-55,605,916","-43,557,943","3,853,621",0
전진바이오팜,110020,2018-12-14,"3,948,944","3,866,596","3,214,364","7,794,176",0,"-1,957,987","-1,868,947","-3,029,817","-3,177,266",0,"-1,462,466","-3,418,160","-2,108,188","-3,154,381",0
머큐리,100590,2018-12-14,"111,047,785","117,810,009","121,604,104","163,074,228",0,"2,103,746","3,356,756","5,643,022","4,883,868",0,"2,332,193","8,210,372","5,657,066","535,476",0
뉴트리,270870,2018-12-13,"120,304,900","171,098,418","229,524,004","182,228,179",0,"13,158,809","20,660,793","18,764,008","5,361,963",0,"10,480,516","15,630,818","17,546,928","6,178,597",0
비투엔,307870,2018-12-12,"20,918,824","24,867,830","25,775,165","27,083,000",0,"2,505,241","3,432,953","2,246,854","-2,187,642",0,"1,773,475","5,050,099","-1,769,123","-2,215,745",0
이노메트리,302430,2018-12-12,"31,891,286","20,494,191","44,655,770","73,735,368",0,"5,881,297","-3,583,606","3,228,354","3,908,792",0,"5,198,970","-4,083,562","3,692,802","3,144,451",0
대유에이피,290120,2018-12-07,"155,621,706","136,360,854","137,322,080","164,231,683",0,"10,100,885","10,864,020","9,354,462","13,561,813",0,"6,992,662","2,547,568","7,748,886","13,890,523",0
원바이오젠,307280,2018-12-05,"11,545,982","12,017,655","13,218,661","19,765,500",0,"3,101,975","2,492,019","2,013,994","5,014,286",0,"3,042,901","-11,662,478","-853,990","3,449,913",0
에코캡,128540,2018-12-05,"66,785,476","65,887,640","73,807,283","107,676,696",0,"158,688","-2,722,319","-12,491,093","-2,729,950",0,"592,269","-7,441,012","-17,820,311","-4,121,610",0
베스파,299910,2018-12-03,"100,123,379","66,101,055","41,937,829","5,285,951",0,"841,733","-19,521,989","-37,220,709","-7,433,174",0,"1,524,645","-40,075,025","-55,371,643","-6,558,727",0
비엔에프코퍼레이션,271780,2018-11-30,"30,950,692",0,0,0,0,"504,194",0,0,0,0,"196,040",0,0,0,0
티로보틱스,117730,2018-11-29,"52,360,467","65,637,225","41,321,636","52,836,560",0,"-3,370,106","4,016,604","-6,911,499","278,896",0,"-2,651,311","-1,229,573","-11,788,055","1,068,810",0
엠아이텍,179290,2018-11-29,"32,654,539","40,203,174","50,258,894","60,662,419",0,"3,373,599","6,604,200","13,209,442","20,329,554",0,"3,757,251","6,539,274","12,245,440","19,147,858",0
남화산업,111710,2018-11-29,"15,007,015","17,713,932","25,893,224","30,435,803",0,"5,545,771","7,450,789","13,828,657","17,721,459",0,"3,080,123","6,610,198","13,736,702","20,643,476",0
네오펙트,290660,2018-11-28,"5,240,117","2,701,004","4,093,648","2,519,102",0,"-5,148,946","-7,488,179","-4,246,095","-5,009,549",0,"-17,139,135","-9,418,220","-5,313,052","-9,989,321",0
에이펙스인텍,207490,2018-11-28,"20,425,914","20,653,383","21,131,027","21,205,746",0,"909,115","594,412","179,486","62,002",0,"591,955","746,788","114,677","78,865",0
티앤알바이오팹,246710,2018-11-28,"1,287,126","6,805,107","3,234,679","5,754,646",0,"-6,859,661","-5,508,992","-10,251,059","-12,897,641",0,"-6,250,992","-5,604,365","-11,083,222","-10,337,052",0
나라소프트,288490,2018-11-23,"2,366,242","3,377,734","249,573","1,116,914",0,"-2,704,307","1,681,336","-1,284,488","-514,908",0,"-3,644,019","1,098,044","-2,093,406","-862,606",0
아시아나IDT,267850,2018-11-23,"246,148,801","195,855,075","174,722,678","181,365,957",0,"11,365,841","8,763,597","7,289,230","10,236,752",0,"-8,051,798","-8,184,362","26,361,900","8,596,698",0
싸이토젠,217330,2018-11-22,"798,925","642,669","347,846","617,576",0,"-4,488,206","-6,586,871","-12,860,920","-11,515,682",0,"-4,140,794","-4,888,801","-10,870,612","-18,751,877",0
디알젬,263690,2018-11-22,"60,226,049","105,933,483","85,813,032","114,709,484",0,"4,699,863","22,846,065","12,420,063","18,524,760",0,"5,750,800","19,823,590","12,611,860","15,273,567",0
아주IB투자,027360,2018-11-21,"48,255,144","47,242,150","93,648,442","27,759,844",0,0,0,0,0,0,"23,086,825","17,476,520","41,944,560","-1,526,576",0
파멥신,208340,2018-11-21,0,"59,818","67,698","206,598",0,"-9,636,110","-23,215,610","-32,530,374","-19,495,651",0,"-9,690,153","-28,147,685","-44,726,475","-32,001,711",0
디케이앤디,263020,2018-11-20,"34,748,575","37,512,328","37,686,111","41,076,908",0,"812,390","1,493,229","-99,254","1,755,648",0,"2,694,766","1,081,698","-4,130,789","924,118",0
에이치앤비디자인,227100,2018-11-15,"21,772,351","25,198,511","7,190,463","3,155,657",0,"-3,518,482","-5,077,559","-9,493,352","-4,489,239",0,"-3,308,738","-15,330,244","-19,346,869","-8,367,319",0
노바렉스,194700,2018-11-14,"159,077,916","222,802,950","278,327,369","280,698,426",0,"17,190,631","27,490,880","30,087,991","25,352,191",0,"14,933,775","25,514,839","26,410,861","20,061,905",0
셀리버리,268600,2018-11-09,"2,073,695","761,573","1,138,433","1,424,739",0,"-14,584,399","-17,611,649","-27,643,148","-38,639,429",0,"-19,649,973","-17,248,342","-27,826,406","-87,473,497",0
대보마그네틱,290670,2018-11-06,"23,870,075","15,797,068","42,919,555","108,560,097",0,"4,651,796","-1,249,572","5,759,536","26,596,062",0,"3,825,058","-1,163,262","5,049,757","22,029,442",0
노바텍,285490,2018-11-02,"24,833,626","18,916,560","17,356,481","20,489,838",0,"4,407,343","3,640,414","7,036,386","4,725,828",0,"5,445,767","5,015,020","7,705,300","8,416,401",0
엘앤씨바이오,290650,2018-11-01,"25,235,143","27,877,847","36,169,318","41,742,926",0,"6,767,896","4,645,314","7,850,408","6,701,425",0,"6,297,182","5,620,733","8,023,952","4,135,811",0
네온테크,306620,2018-10-31,"28,562,013","33,815,560","37,894,239","42,339,156",0,"1,388,427","870,580","-3,431,645","-4,175,633",0,"886,603","-5,315,993","-4,878,787","-8,424,614",0
로보티즈,108490,2018-10-26,"22,704,394","17,014,598","20,023,998","24,382,956",0,"1,165,413","-2,374,491","-1,787,113","-2,278,988",0,"2,257,230","-800,778","184,670","-288,027",0
옵티팜,153710,2018-10-26,"13,652,787","13,045,854","14,258,440","16,008,197",0,"-1,191,021","-3,453,542","-4,504,699","-3,377,130",0,"-655,332","-2,352,288","-3,079,658","-2,044,631",0
에스퓨얼셀,288620,2018-10-15,"37,953,636","46,952,005","47,146,981","46,776,299",0,"2,178,910","2,201,866","2,452,529","1,430,175",0,"1,486,567","1,654,925","5,047,888","988,959",0
세아제강,306200,2018-10-05,"1,227,180,212","1,150,466,165","1,497,360,776","1,801,835,090",0,"45,911,982","53,563,486","131,945,674","215,165,658",0,"24,851,987","33,059,458","91,395,255","159,294,293",0
푸드나무,290720,2018-10-04,"64,741,471","114,761,600","166,833,291","185,189,714",0,"5,474,730","6,252,654","1,730,468","3,634,503",0,"4,465,515","5,970,901","617,439","2,882,357",0
나우IB,293580,2018-10-04,"9,053,039","16,938,600","28,221,904","20,367,858",0,0,0,0,0,0,"2,944,399","7,626,707","12,635,018","8,301,533",0
하나제약,293480,2018-10-02,"166,346,999","177,305,504","196,406,571","210,844,992",0,"33,566,579","31,675,088","36,010,060","31,170,755",0,"28,303,725","14,892,865","28,013,836","24,307,179",0
크리스에프앤씨,110790,2018-10-01,"257,477,444","291,132,445","375,939,070","376,471,576",0,"38,731,745","50,431,747","87,489,429","80,810,100",0,"24,563,613","38,876,228","69,316,061","29,599,930",0
더블유에스아이,299170,2018-09-21,"23,193,674","26,097,617","27,770,613","27,128,845",0,"5,103,332","6,073,881","6,191,274","3,766,699",0,"3,956,544","-1,454,221","7,493,121","4,399,677",0
지티지웰니스,219750,2018-09-21,"27,160,757","17,968,287","14,078,953","5,946,311",0,"-3,635,988","-10,482,937","-10,053,476","-8,916,297",0,"1,250,667","-23,071,322","-10,235,965","-13,175,072",0
우진아이엔에스,010400,2018-09-14,"107,307,025","140,431,201","89,474,131","84,045,560",0,"1,000,221","1,845,724","-6,691,355","-5,540,012",0,"2,124,868","1,764,132","-3,210,889","-3,326,352",0
명성티엔에스,257370,2018-09-13,"35,162,801","17,465,053","11,554,371","6,217,222",0,"933,566","-9,500,726","-4,564,203","-5,914,319",0,"546,735","-9,899,767","-4,838,205","-7,149,077",0
엔피,291230,2018-09-13,0,"22,206,880","21,460,767","22,468,658",0,"-26,942","3,638,952","1,897,331","196,137",0,"164,510","2,840,923","-9,889,042","252,042",0
엔솔바이오사이언스,140610,2018-09-10,"469,902","588,452","368,757","859,515",0,"-5,196,035","-7,003,016","-7,953,130","-8,139,142",0,"-4,505,970","-10,167,199","-9,799,767","-4,914,569",0
디지캡,197140,2018-09-07,"19,282,616","15,675,193","16,414,313","13,146,240",0,"1,005,657","488,866","259,354","-35,831",0,"1,142,824","111,803","-358,307","-39,858",0
지니틱스,303030,2018-08-30,"54,945,069","40,393,272","38,833,025","27,611,139",0,"5,429,890","1,555,033","1,607,020","-5,228,689",0,"446,199","-256,945","-105,608","-9,064,827",0
액트로,290740,2018-08-28,"47,107,733","32,919,405","29,399,807","30,119,262",0,"6,894,851","1,878,641","-94,791","-2,222,818",0,"8,720,360","-1,168,727","3,901,747","-6,062,581",0
오파스넷,173130,2018-08-24,"104,149,383","111,973,363","121,692,106","170,157,975",0,"3,057,622","6,118,723","5,804,514","8,503,159",0,"-11,878,218","6,017,875","6,273,065","6,069,232",0
에이피티씨,089970,2018-08-23,"59,326,131","93,030,436","178,054,009","141,385,258",0,"16,123,946","31,109,160","56,109,472","33,065,888",0,"14,158,196","24,724,703","45,663,663","29,913,185",0
바이오솔루션,086820,2018-08-20,"8,882,482","7,744,193","11,802,259","10,101,643",0,"-1,867,679","-3,329,875","-1,571,997","-5,288,830",0,"-697,543","-1,799,738","-1,684,781","-8,087,232",0
더콘텐츠온,302920,2018-08-13,"30,662,946","22,297,117","26,572,717","21,473,919",0,"2,765,521","1,704,856","1,208,645","832,583",0,"1,146,101","-1,979,919","576,463","-3,221,874",0
대유,290380,2018-08-10,"29,676,591","33,635,811","36,326,641","35,354,062",0,"5,332,720","4,604,224","6,437,843","4,518,664",0,"4,912,688","4,979,104","6,474,502","-17,945,199",0
신한알파리츠,293940,2018-08-08,"16,694,850","17,357,448","25,568,584","28,871,027",0,"7,737,798","9,675,244","16,937,190","20,212,883",0,"5,905,673","9,675,975","8,531,398","13,609,822",0
디아이티,110990,2018-08-07,"118,480,955","28,575,196","76,090,862","132,864,968",0,"13,476,427","-1,402,101","-6,050,545","5,562,952",0,"13,444,479","1,880,850","-1,594,055","9,294,945",0
한일시멘트,300720,2018-08-06,"946,190,602","841,302,506","907,533,244","1,059,617,234",0,"58,950,272","107,412,005","87,550,492","81,393,435",0,"40,504,818","71,515,382","67,676,736","65,472,999",0
에스에스알,275630,2018-08-06,"12,954,946","10,339,381","10,667,534","12,509,384",0,"493,768","-427,189","1,628,063","2,386,211",0,"1,064,866","56,305","1,649,776","1,897,480",0
휴네시온,290270,2018-08-02,"14,962,063","21,976,966","25,454,745","29,691,915",0,"1,701,243","2,990,524","2,999,629","3,084,955",0,"1,798,083","3,350,148","14,843,731","-5,195,918",0
티웨이항공,091810,2018-08-01,"810,637,178","269,273,100","214,440,786","525,949,563",0,"-20,598,731","-173,654,804","-148,126,030","-104,957,008",0,"-44,402,706","-138,752,561","-154,328,020","-119,770,810",0
롯데정보통신,286940,2018-07-27,"772,283,145","835,876,818","912,599,810","990,140,023",0,"43,051,285","38,836,041","40,841,648","41,107,703",0,"36,888,399","30,046,625","35,077,940","23,843,752",0
한국유니온제약,080720,2018-07-26,"51,264,403","50,379,269","48,303,583","61,293,490",0,"1,281,911","-10,249,002","-9,969,882","1,844,727",0,"631,476","-8,597,199","-10,066,769","-369,647",0
그리티,204020,2018-07-23,"120,984,485","119,857,961","104,116,383","139,574,005",0,"4,418,702","2,591,787","-6,804,841","1,879,840",0,"2,627,015","1,540,065","-10,470,712","1,026,224",0
알로이스,297570,2018-07-20,"30,188,225","25,624,535","36,672,802","28,744,200",0,"4,156,732","4,382,787","6,955,899","4,297,760",0,"-4,020,080","3,474,246","5,488,141","6,084,691",0
올릭스,226950,2018-07-18,"1,130,327","2,474,272","3,738,948","9,490,673",0,"-13,264,526","-14,776,641","-24,939,613","-22,649,810",0,"-12,572,526","-17,917,171","-30,057,538","-19,991,318",0
효성화학,298000,2018-07-13,"1,813,137,242","1,643,261,559","2,108,872,039","2,287,412,310",0,"158,176,827","102,318,518","190,894,577","-104,291,684",0,"92,166,809","42,781,219","130,020,183","-95,153,519",0
효성티앤씨,298020,2018-07-13,"3,739,477,556","3,143,280,086","4,560,798,807","5,364,505,670",0,"130,322,520","83,305,167","324,117,169","178,825,560",0,"1,962,311","62,352,267","275,987,686","289,706,110",0
테크트랜스,258050,2018-07-13,"82,052","82,406","176,642","131,134",0,"-2,122,955","-1,567,157","-1,035,431","-1,283,968",0,"-2,152,910","-1,674,524","-1,060,916","-1,361,828",0
효성첨단소재,298050,2018-07-13,"1,068,272,762","722,533,748","963,266,180","858,081,181",0,"65,335,972","8,158,505","78,620,942","96,465,703",0,"-76,296,371","47,577,841","152,230,831","212,549,126",0
효성중공업,298040,2018-07-13,"3,110,979,031","2,504,698,942","2,355,525,301","2,589,772,104",0,"111,980,725","60,459,268","124,965,705","125,375,721",0,"11,919,974","-1,104,578","76,643,152","50,430,363",0
아이큐어,175250,2018-07-12,"41,074,208","48,873,888","36,492,420","34,300,236",0,"-6,736,514","-18,517,664","-26,667,908","-23,230,782",0,"-9,981,020","-14,857,837","-31,250,646","-39,439,094",0
SV인베스트먼트,289080,2018-07-06,"30,280,879","10,830,302","29,506,591","31,494,931",0,0,0,0,0,0,"7,990,932","-2,405,891","8,867,682","10,707,304",0
엘리비젼,276240,2018-07-05,"2,901,170","3,522,040","4,083,087","3,320,682",0,"-1,689,868","-1,416,685","-678,968","-477,701",0,"-2,524,889","-1,953,069","-625,117","-528,604",0
지앤이헬스케어,299480,2018-06-29,"5,000,451","6,292,730","5,026,077","3,784,212",0,"-1,536,363","812,599","-615,718","-268,330",0,"-1,571,530","540,358","-946,614","-458,202",0
이리츠코크렙,088260,2018-06-27,"17,452,924","17,632,172","18,227,389","18,829,593",0,"13,904,828","14,061,407","14,680,310","15,233,251",0,"7,787,286","8,024,965","9,934,481","10,515,560",0
EDGC,245620,2018-06-26,"5,414,766","48,206,551","77,683,288","63,286,059",0,"-10,735,327","-7,934,998","-15,323,547","-10,860,424",0,"-8,814,867","-10,957,368","-19,821,702","-25,187,818",0
에스엠비나,299670,2018-06-25,"21,411,171","23,513,894","3,992,441",0,0,"3,922,299","7,055,543","-121,984","-2,043,754",0,"2,530,103","4,065,115","119,960","-3,095,499",0
HDC현대산업개발,294870,2018-06-12,"4,211,144,007","3,659,511,873","3,430,672,581","3,283,542,070",0,"548,421,549","582,891,008","345,347,651","110,039,015",0,"425,722,728","238,555,769","240,120,915","36,587,869",0
카이노스메드,284620,2018-06-08,0,0,"4,013,026","130,024",0,"-8,087,227","-8,417,501","-5,900,250","-8,179,479",0,"-8,032,146","-13,340,653","-14,744,946","-14,653,987",0
파워넷,037030,2018-06-07,"128,553,806","147,184,413","207,856,485","211,087,434",0,"5,117,647","6,103,515","7,186,433","8,333,992",0,"5,082,597","12,704","3,426,771","5,233,738",0
카나리아바이오,016790,2018-06-01,"118,172,502","107,476,952","110,306,015","158,095,623",0,"6,132,969","-478,491","1,249,659","3,959,886",0,"3,244,667","127,889","-725,293","-306,810,881",0
세종메디칼,258830,2018-05-29,"16,229,948","13,993,481","15,029,829","16,082,925",0,"4,218,481","1,086,759","-676,353","-1,799,952",0,"3,097,927","-731,368","-2,998,417","-92,107,403",0
제노레이,122310,2018-05-28,"60,797,612","59,415,168","70,617,611","79,812,274",0,"13,877,527","11,491,761","13,658,140","15,549,677",0,"12,743,561","10,439,852","13,171,103","14,581,874",0
디피코,163430,2018-05-16,"6,466,738","3,329,631","12,914,747","12,695,389",0,"151,999","-6,479,553","-17,410,515","-15,142,872",0,"-46,407","-7,516,983","-34,058,069","-11,749,825",0
제이시스메디칼,287410,2018-05-08,"35,325,345","46,499,274","79,816,496","111,632,936",0,"1,931,930","8,022,545","22,176,021","32,004,944",0,"1,300,001","5,157,834","13,181,050","26,347,554",0
